TRANSACTION_DATE,Revised_Company_Name,REPORTER_NAME,BUYER_NAME,BUYER_STATE,QUANTITY,REPORTER_DEA_NO,BUYER_DEA_NO,DRUG_NAME,TRANSACTION_CODE,UNIT,ACTION_INDICATOR,ORDER_FORM_NO,CORRECTION_NO,STRENGTH,TRANSACTION_ID
01/09/2010,AMNEAL PHARMACEUTICALS LLC,HD SMITH WHOLESALE DRUG CO,VILLAGE PHARMACY #3423 (AK),AK,963,R760085,B278987,BUPRENORPHINE,P,ML,S,OF8101908,0,20,45031
11/11/2011,QUALITEST PHARMACEUTICALS,MIAMI-LUKEN INC,VILLAGE PHARMACY #1377 (VA),VA,166,R678051,B903146,METHADONE,S,GM,S,OF2870137,0,15,26520
08/14/2010,PAR PHARMACEUTICAL INC,PENN PHARMACEUTICAL SERVICES INC,CVS PHARMACY #2408 (IN),IN,694,R725275,B535148,OXYMORPHONE,X,MCG,S,OF6503579,0,15,12766
10/28/2010,SUN PHARMA GLOBAL INC,BELLCO DRUG CORP,HARRIS TEETER PHARMACY #9191 (IN),IN,271,R150105,B974918,MORPHINE,S,MCG,T,OF7378111,0,5,39096
02/13/2010,HIKMA PHARMACEUTICALS,VALUEDRUGCO,MEDICO PHARMACY #1464 (KY),KY,206,R646408,B638926,OXYMORPHONE,X,ML,S,OF2930066,0,40,15651
06/07/2009,WATSON LABORATORIES INC,HD SMITH WHOLESALE DRUG CO,PEOPLES PHARMACY #7922 (SC),SC,155,R751762,B798135,MORPHINE,P,ML,S,OF9203951,0,80,31954
07/17/2012,JANSSEN PHARMACEUTICALS INC,HENRY SCHEIN INC,VILLAGE PHARMACY #9397 (NC),NC,36,R282683,B696829,OXYMORPHONE,S,ML,S,OF4219729,0,30,33181
03/14/2008,RHODES TECHNOLOGIES,PENN PHARMACEUTICAL SERVICES INC,COMMUNITY PHARMACY #3558 (DE),DE,19,R860967,B394212,CODEINE,P,GM,T,OF7213523,0,20,28918
01/27/2013,SANDOZ INC,GULF COAST MEDICAL SUPPLY,CORNER DRUG STORE #2997 (IN),IN,1979,R176227,B175825,MORPHINE,P,ML,T,OF2083670,0,40,14923
10/12/2009,ABBOTT LABORATORIES,MIAMI-LUKEN INC,MEDICO PHARMACY #5567 (DE),DE,644,R451403,B405737,METHADONE,T,MCG,S,OF9336964,0,5,22233
07/18/2010,ABBOTT LABORATORIES,BELLCO DRUG CORP,VILLAGE PHARMACY #9805 (MO),MO,477,R250125,B686560,FENTANYL,S,GM,T,OF1131749,0,20,15887
12/11/2011,PAR PHARMACEUTICAL INC,ANDA INC,RITE AID #2643 (LA),LA,133,R467722,B533884,OXYCODONE,X,ML,S,OF1876668,0,80,2415
08/01/2013,ENDO PHARMACEUTICALS INC,AMERISOURCEBERGEN DRUG CORP,RITE AID #1243 (IN),IN,270,R589439,B817473,CODEINE,X,MCG,S,OF7211944,0,10,34825
12/05/2012,ABBOTT LABORATORIES,DIRECT RX,PUBLIX PHARMACY #4058 (WA),WA,687,R978269,B874977,CODEINE,S,ML,T,OF4669606,0,5,8528
01/21/2010,TEVA PHARMACEUTICALS USA INC,HD SMITH WHOLESALE DRUG CO,HOMETOWN PHARMACY #9398 (ND),ND,32,R797772,B501988,OXYMORPHONE,P,ML,S,OF2267200,0,10,15791
09/02/2013,ACTAVIS PHARMA INC,PENN PHARMACEUTICAL SERVICES INC,QUALITY CARE PHARMACY #7561 (KY),KY,429,R788389,B342685,BUPRENORPHINE,S,GM,S,OF9912561,0,5,8530
10/04/2007,WATSON LABORATORIES INC,PENN PHARMACEUTICAL SERVICES INC,CVS PHARMACY #5592 (MT),MT,84,R291752,B100173,METHADONE,P,GM,T,OF6724590,0,80,27478
02/16/2010,ACTAVIS PHARMA INC,AMERISOURCEBERGEN DRUG CORP,HARRIS TEETER PHARMACY #5346 (KS),KS,299,R465352,B932577,OXYCODONE,X,GM,S,OF7947569,0,80,24387
12/30/2010,JANSSEN PHARMACEUTICALS INC,KINRAY LLC,CVS PHARMACY #3850 (FL),FL,147,R626371,B820216,FENTANYL,S,GM,T,OF2692916,0,10,29386
10/18/2009,MALLINCKRODT LLC,MIAMI-LUKEN INC,HEALTH MART PHARMACY #4409 (OH),OH,99,R428218,B907210,HYDROCODONE,X,GM,T,OF5644940,0,80,22623
12/27/2008,HIKMA PHARMACEUTICALS,HD SMITH WHOLESALE DRUG CO,VILLAGE PHARMACY #1037 (MI),MI,260,R538216,B410872,OXYMORPHONE,S,MCG,T,OF7320066,0,80,20720
12/08/2006,SANDOZ INC,DIRECT RX,CVS PHARMACY #3850 (FL),FL,558,R758583,B256352,METHADONE,P,GM,S,OF4895707,0,15,6961
01/10/2013,ACTAVIS PHARMA INC,MCKESSON CORPORATION,RITE AID #3349 (TN),TN,48,R852071,B960109,METHADONE,X,MCG,S,OF2486460,0,80,20133
02/20/2011,RHODES TECHNOLOGIES,HD SMITH WHOLESALE DRUG CO,WALMART PHARMACY #9127 (AL),AL,637,R279757,B528714,MORPHINE,P,ML,S,OF3541978,0,10,34812
09/15/2011,HIKMA PHARMACEUTICALS,VALUEDRUGCO,HOMETOWN PHARMACY #4342 (MI),MI,77,R885160,B605134,METHADONE,S,ML,T,OF5946318,0,80,41270
11/23/2010,TEVA PHARMACEUTICALS USA INC,ANDA INC,SUNRISE PHARMACY #5547 (MT),MT,194,R953275,B542929,BUPRENORPHINE,S,MCG,S,OF6663305,0,15,41409
12/24/2012,HIKMA PHARMACEUTICALS,PENN PHARMACEUTICAL SERVICES INC,FAMILY CARE PHARMACY #9427 (IN),IN,137,R150893,B191087,CODEINE,T,ML,S,OF5420434,0,80,47531
12/09/2013,VINTAGE PHARMACEUTICALS LLC,HENRY SCHEIN INC,CVS PHARMACY #6755 (TN),TN,883,R244061,B809339,METHADONE,S,GM,T,OF7728070,0,10,31427
09/25/2010,RHODES TECHNOLOGIES,PRESCRIPTION SUPPLY INC,QUALITY CARE PHARMACY #3071 (KY),KY,334,R625228,B688822,METHADONE,X,ML,T,OF7881912,0,30,39487
12/03/2013,TEVA PHARMACEUTICALS USA INC,NATIONAL WHOLESALE DRUG CO INC,HARRIS TEETER PHARMACY #7622 (RI),RI,657,R110532,B669734,OXYMORPHONE,P,GM,S,OF4836267,0,30,2982
10/01/2013,SANDOZ INC,ANDA INC,GOOD NEIGHBOR PHARMACY #6942 (ME),ME,56,R685529,B943620,BUPRENORPHINE,X,GM,S,OF8287049,0,20,27929
09/09/2011,SUN PHARMA GLOBAL INC,DIRECT RX,CVS PHARMACY #9326 (KY),KY,938,R957470,B276161,OXYMORPHONE,P,ML,T,OF1369943,0,30,40323
09/08/2011,PURDUE PHARMA LP,HD SMITH WHOLESALE DRUG CO,MAIN STREET PHARMACY #9550 (WV),WV,637,R293241,B351739,OXYMORPHONE,S,MCG,S,OF6458210,0,80,40871
01/11/2012,AMNEAL PHARMACEUTICALS LLC,MORRIS & DICKSON CO LLC,MEDICO PHARMACY #9557 (OH),OH,196,R756718,B279603,OXYMORPHONE,X,GM,T,OF9708305,0,5,9205
11/05/2011,PAR PHARMACEUTICAL INC,BURLINGTON DRUG COMPANY INC,WALGREENS #9211 (LA),LA,433,R644253,B248676,BUPRENORPHINE,P,ML,T,OF4477327,0,80,26814
04/29/2009,PAR PHARMACEUTICAL INC,KINRAY LLC,PEOPLES PHARMACY #4809 (WV),WV,119,R226573,B106134,CODEINE,S,GM,T,OF5663356,0,20,26516
07/21/2014,JANSSEN PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,VILLAGE PHARMACY #5864 (MD),MD,196,R898983,B703896,MORPHINE,T,ML,T,OF6412686,0,20,14645
08/25/2008,WATSON LABORATORIES INC,PRESCRIPTION SUPPLY INC,WINN-DIXIE PHARMACY #9056 (CA),CA,706,R684836,B428160,HYDROCODONE,P,GM,S,OF3770145,0,30,5021
07/28/2009,HIKMA PHARMACEUTICALS,PRESCRIPTION SUPPLY INC,COMMUNITY PHARMACY #7241 (LA),LA,227,R446827,B435232,OXYMORPHONE,X,ML,T,OF7917533,0,80,7649
04/26/2010,PURDUE PHARMA LP,CARDINAL HEALTH INC,PEOPLES PHARMACY #6007 (WV),WV,1086,R322818,B327047,METHADONE,X,MCG,S,OF8870408,0,10,46352
09/15/2012,VINTAGE PHARMACEUTICALS LLC,PRESCRIPTION SUPPLY INC,PEOPLES PHARMACY #2691 (IA),IA,116,R329748,B649554,MORPHINE,S,GM,T,OF7889618,0,5,19180
04/27/2011,WATSON LABORATORIES INC,HENRY SCHEIN INC,FAMILY CARE PHARMACY #3097 (SC),SC,134,R808439,B552451,METHADONE,S,ML,T,OF3555970,0,5,49066
02/14/2010,PAR PHARMACEUTICAL INC,ANDA INC,FAMILY CARE PHARMACY #2866 (NM),NM,254,R782504,B819926,CODEINE,T,MCG,S,OF3999815,0,5,33552
12/25/2012,SUN PHARMA GLOBAL INC,PENN PHARMACEUTICAL SERVICES INC,WALGREENS #4642 (PA),PA,140,R947702,B944914,HYDROCODONE,S,ML,T,OF2948417,0,5,34862
04/22/2011,MALLINCKRODT LLC,AMERISOURCEBERGEN DRUG CORP,HEALTH MART PHARMACY #9547 (VA),VA,22,R590798,B852152,METHADONE,X,GM,T,OF6268952,0,40,25417
06/07/2011,PURDUE PHARMA LP,KINRAY LLC,SUNRISE PHARMACY #1142 (MA),MA,114,R361114,B653387,OXYMORPHONE,T,GM,S,OF4100952,0,30,10714
01/25/2013,PURDUE PHARMA LP,KEYSOURCE MEDICAL INC,WINN-DIXIE PHARMACY #3643 (MI),MI,189,R668127,B643791,BUPRENORPHINE,T,MCG,T,OF2856231,0,20,21862
07/16/2011,ENDO PHARMACEUTICALS INC,SMITH DRUG COMPANY,PEOPLES PHARMACY #6878 (MD),MD,371,R532989,B372970,METHADONE,T,MCG,S,OF5761951,0,80,20204
12/27/2007,RHODES TECHNOLOGIES,CARDINAL HEALTH INC,FAMILY CARE PHARMACY #7018 (MT),MT,165,R538412,B560579,HYDROCODONE,X,GM,S,OF8998557,0,20,4088
12/23/2009,RHODES TECHNOLOGIES,MIAMI-LUKEN INC,PEOPLES PHARMACY #9674 (KS),KS,6193,R641024,B200821,CODEINE,S,ML,T,OF9115357,0,80,19632
12/17/2011,ABBOTT LABORATORIES,SMITH DRUG COMPANY,VILLAGE PHARMACY #1707 (KY),KY,641,R993159,B233204,METHADONE,S,GM,S,OF2345615,0,40,40526
07/26/2012,WATSON LABORATORIES INC,NATIONAL WHOLESALE DRUG CO INC,PUBLIX PHARMACY #2516 (UT),UT,659,R854298,B289254,OXYMORPHONE,S,GM,S,OF3754928,0,5,29131
06/17/2013,JANSSEN PHARMACEUTICALS INC,VALUEDRUGCO,SUNRISE PHARMACY #7702 (NC),NC,34,R368245,B754010,MORPHINE,T,GM,S,OF8166284,0,15,42955
10/12/2013,IMPAX LABORATORIES INC,BELLCO DRUG CORP,HEALTH MART PHARMACY #4598 (NV),NV,83,R736213,B200608,MORPHINE,P,MCG,T,OF6032647,0,20,25592
02/07/2011,IMPAX LABORATORIES INC,GULF COAST MEDICAL SUPPLY,GOOD NEIGHBOR PHARMACY #8540 (OH),OH,732,R503330,B134915,HYDROCODONE,X,MCG,T,OF7031928,0,20,35977
06/13/2010,ACTAVIS PHARMA INC,HENRY SCHEIN INC,MEDICO PHARMACY #1111 (SC),SC,68,R336603,B120041,OXYMORPHONE,P,MCG,S,OF8840861,0,10,14672
09/23/2011,ABBOTT LABORATORIES,MORRIS & DICKSON CO LLC,CORNER DRUG STORE #8976 (MS),MS,524,R388669,B734484,HYDROCODONE,P,MCG,S,OF5992390,0,40,9498
05/08/2008,ENDO PHARMACEUTICALS INC,PENN PHARMACEUTICAL SERVICES INC,HOMETOWN PHARMACY #8469 (NC),NC,626,R503327,B487351,OXYMORPHONE,T,MCG,T,OF5950245,0,30,3459
04/20/2013,VINTAGE PHARMACEUTICALS LLC,BELLCO DRUG CORP,HARRIS TEETER PHARMACY #6432 (MA),MA,791,R157223,B214412,FENTANYL,X,ML,T,OF7492167,0,30,49496
02/24/2011,LANNETT COMPANY INC,HD SMITH WHOLESALE DRUG CO,FAMILY CARE PHARMACY #7438 (PA),PA,875,R479756,B749784,OXYMORPHONE,X,MCG,T,OF4564376,0,5,34577
07/19/2010,MALLINCKRODT LLC,MCKESSON CORPORATION,HOMETOWN PHARMACY #1799 (WA),WA,325,R249892,B975294,OXYCODONE,P,ML,T,OF4881298,0,40,14940
08/01/2010,PAR PHARMACEUTICAL INC,CARDINAL HEALTH INC,MAIN STREET PHARMACY #6902 (ID),ID,279,R273111,B156117,METHADONE,T,ML,T,OF1470547,0,5,44049
02/12/2013,PAR PHARMACEUTICAL INC,AMERISOURCEBERGEN DRUG CORP,MEDICO PHARMACY #2927 (MI),MI,163,R732419,B115804,OXYCODONE,P,ML,T,OF1645499,0,20,29456
07/09/2013,SANDOZ INC,KINRAY LLC,GOOD NEIGHBOR PHARMACY #9772 (VA),VA,141,R500410,B845575,HYDROCODONE,T,ML,S,OF4657156,0,80,2823
06/19/2010,HIKMA PHARMACEUTICALS,MORRIS & DICKSON CO LLC,WINN-DIXIE PHARMACY #1912 (OH),OH,89,R576049,B792250,FENTANYL,P,MCG,S,OF9095897,0,15,17181
08/26/2008,TEVA PHARMACEUTICALS USA INC,PENN PHARMACEUTICAL SERVICES INC,SUNRISE PHARMACY #9537 (KY),KY,21,R392419,B177765,BUPRENORPHINE,P,MCG,S,OF4099948,0,20,44512
03/09/2012,TEVA PHARMACEUTICALS USA INC,DAKOTA DRUG INC,WALGREENS #6656 (TN),TN,86,R367409,B690408,BUPRENORPHINE,X,ML,T,OF7497535,0,40,14844
04/01/2008,ENDO PHARMACEUTICALS INC,ANDA INC,GOOD NEIGHBOR PHARMACY #2219 (NM),NM,100,R628554,B220942,METHADONE,X,MCG,T,OF5923589,0,30,20579
12/08/2011,ENDO PHARMACEUTICALS INC,GULF COAST MEDICAL SUPPLY,HARRIS TEETER PHARMACY #9689 (OK),OK,394,R974535,B370029,METHADONE,T,ML,S,OF5382630,0,15,47845
11/08/2011,MYLAN PHARMACEUTICALS INC,GULF COAST MEDICAL SUPPLY,MAIN STREET PHARMACY #4501 (WV),WV,1518,R494750,B366385,OXYCODONE,X,GM,T,OF3362766,0,5,45516
03/27/2009,WATSON LABORATORIES INC,DIRECT RX,COMMUNITY PHARMACY #2313 (LA),LA,47,R991344,B919278,BUPRENORPHINE,P,MCG,S,OF1603223,0,5,36855
02/13/2011,VINTAGE PHARMACEUTICALS LLC,DAKOTA DRUG INC,KROGER PHARMACY #5686 (VA),VA,43,R494914,B202302,OXYCODONE,T,MCG,S,OF3590167,0,40,38678
06/02/2010,TEVA PHARMACEUTICALS USA INC,MIAMI-LUKEN INC,COMMUNITY PHARMACY #1898 (TN),TN,774,R926777,B447056,BUPRENORPHINE,T,MCG,T,OF4899329,0,5,28846
10/20/2012,QUALITEST PHARMACEUTICALS,DIRECT RX,PUBLIX PHARMACY #1221 (MI),MI,350,R301619,B107672,FENTANYL,T,ML,S,OF5614365,0,20,19924
04/21/2011,PAR PHARMACEUTICAL INC,CARDINAL HEALTH INC,COMMUNITY PHARMACY #9318 (AL),AL,41,R312348,B119755,BUPRENORPHINE,S,ML,S,OF7629252,0,15,46176
06/09/2012,ABBOTT LABORATORIES,MIAMI-LUKEN INC,CORNER DRUG STORE #4123 (OH),OH,1265,R718019,B404210,CODEINE,P,GM,S,OF6123982,0,40,33024
02/06/2013,AMNEAL PHARMACEUTICALS LLC,KINRAY LLC,GOOD NEIGHBOR PHARMACY #6452 (TX),TX,7616,R444803,B599811,MORPHINE,T,GM,S,OF4993226,0,40,47958
11/13/2013,WATSON LABORATORIES INC,MCKESSON CORPORATION,HOMETOWN PHARMACY #3804 (KY),KY,254,R430188,B601862,OXYCODONE,S,MCG,S,OF6253318,0,10,28468
05/26/2012,TEVA PHARMACEUTICALS USA INC,DIRECT RX,MAIN STREET PHARMACY #2251 (SC),SC,46,R330493,B130482,CODEINE,X,MCG,T,OF4008511,0,15,45600
08/05/2010,ABBOTT LABORATORIES,HD SMITH WHOLESALE DRUG CO,VILLAGE PHARMACY #2656 (ME),ME,80,R540750,B694095,FENTANYL,X,GM,T,OF3056591,0,80,18769
09/18/2011,ENDO PHARMACEUTICALS INC,VALUEDRUGCO,SUNRISE PHARMACY #4971 (SC),SC,103,R423156,B968806,OXYCODONE,P,GM,S,OF6348237,0,30,21729
07/09/2010,ACTAVIS PHARMA INC,MCKESSON CORPORATION,SUNRISE PHARMACY #8999 (NC),NC,1793,R554136,B410562,MORPHINE,T,ML,T,OF7109322,0,30,17063
01/09/2012,MYLAN PHARMACEUTICALS INC,MCKESSON CORPORATION,COMMUNITY PHARMACY #6858 (LA),LA,187,R502030,B219372,HYDROCODONE,X,MCG,T,OF8462581,0,15,47209
08/16/2008,QUALITEST PHARMACEUTICALS,CARDINAL HEALTH INC,QUALITY CARE PHARMACY #3905 (TN),TN,20000,R575180,B289728,MORPHINE,S,GM,T,OF4260788,0,30,28343
01/18/2008,MYLAN PHARMACEUTICALS INC,AMERISOURCEBERGEN DRUG CORP,COMMUNITY PHARMACY #9245 (IN),IN,39,R325026,B807965,MORPHINE,P,GM,T,OF1618787,0,5,12646
06/15/2013,HIKMA PHARMACEUTICALS,KINRAY LLC,COMMUNITY PHARMACY #8220 (VA),VA,1010,R477291,B154282,HYDROCODONE,X,MCG,T,OF4678203,0,80,1956
01/01/2014,VINTAGE PHARMACEUTICALS LLC,PRESCRIPTION SUPPLY INC,CVS PHARMACY #3954 (OH),OH,490,R651036,B656952,BUPRENORPHINE,X,GM,T,OF6858193,0,5,34158
05/14/2012,SUN PHARMA GLOBAL INC,ANDA INC,WINN-DIXIE PHARMACY #5889 (PA),PA,443,R272224,B540566,HYDROCODONE,P,MCG,T,OF8933659,0,80,6783
08/14/2012,TEVA PHARMACEUTICALS USA INC,CARDINAL HEALTH INC,QUALITY CARE PHARMACY #2379 (SD),SD,72,R816214,B612262,MORPHINE,P,ML,S,OF4842401,0,30,30191
10/23/2011,IMPAX LABORATORIES INC,KEYSOURCE MEDICAL INC,SUNRISE PHARMACY #9537 (KY),KY,849,R184589,B842678,FENTANYL,S,MCG,T,OF6206671,0,15,8701
03/16/2013,IMPAX LABORATORIES INC,MIAMI-LUKEN INC,COMMUNITY PHARMACY #3782 (NC),NC,220,R734969,B692428,OXYCODONE,P,MCG,T,OF2381450,0,10,24424
07/14/2010,CADISTA PHARMACEUTICALS INC,DIRECT RX,RITE AID #8791 (VA),VA,816,R533172,B821210,OXYMORPHONE,T,MCG,S,OF4344581,0,30,44035
05/30/2012,ACTAVIS PHARMA INC,MCKESSON CORPORATION,WINN-DIXIE PHARMACY #8641 (RI),RI,39,R975514,B726166,FENTANYL,X,MCG,T,OF1738542,0,10,1070
06/13/2013,PURDUE PHARMA LP,MIAMI-LUKEN INC,WALGREENS #2585 (SD),SD,22,R561004,B704827,OXYCODONE,X,ML,S,OF5806239,0,10,27240
05/10/2013,JANSSEN PHARMACEUTICALS INC,PENN PHARMACEUTICAL SERVICES INC,COMMUNITY PHARMACY #6115 (TX),TX,68,R432229,B129313,FENTANYL,S,GM,S,OF6178775,0,40,31665
12/30/2008,ACTAVIS PHARMA INC,MIAMI-LUKEN INC,QUALITY CARE PHARMACY #2679 (MT),MT,139,R286164,B979048,FENTANYL,S,GM,T,OF6697829,0,15,21820
08/02/2013,TEVA PHARMACEUTICALS USA INC,MIAMI-LUKEN INC,CVS PHARMACY #3462 (VT),VT,71,R890285,B645821,MORPHINE,T,ML,S,OF6045149,0,40,23572
07/01/2013,HIKMA PHARMACEUTICALS,ANDA INC,HARRIS TEETER PHARMACY #5699 (AZ),AZ,327,R476165,B758482,CODEINE,S,GM,T,OF9993053,0,10,18310
04/12/2012,LANNETT COMPANY INC,HD SMITH WHOLESALE DRUG CO,HARRIS TEETER PHARMACY #3473 (WV),WV,746,R427219,B990239,FENTANYL,X,ML,T,OF9851771,0,20,2955
12/03/2011,WATSON LABORATORIES INC,DAKOTA DRUG INC,CVS PHARMACY #6466 (KY),KY,402,R306536,B655403,BUPRENORPHINE,S,MCG,S,OF3863675,0,20,31518
11/05/2011,WATSON LABORATORIES INC,PRESCRIPTION SUPPLY INC,PEOPLES PHARMACY #4297 (TN),TN,124,R665089,B401495,METHADONE,P,ML,S,OF5715695,0,80,10025
04/25/2010,WATSON LABORATORIES INC,DIRECT RX,COMMUNITY PHARMACY #4205 (PA),PA,245,R598962,B112492,BUPRENORPHINE,S,ML,T,OF5560266,0,5,8968
10/06/2013,TEVA PHARMACEUTICALS USA INC,AMERISOURCEBERGEN DRUG CORP,HARRIS TEETER PHARMACY #4306 (PA),PA,1112,R449686,B913465,BUPRENORPHINE,T,MCG,T,OF6914657,0,5,32773
08/13/2010,MYLAN PHARMACEUTICALS INC,CARDINAL HEALTH INC,WALGREENS #5840 (WY),WY,76,R695105,B621933,OXYMORPHONE,X,ML,S,OF3669276,0,15,3154
10/10/2012,ACTAVIS PHARMA INC,KINRAY LLC,COMMUNITY PHARMACY #5874 (ME),ME,239,R479190,B691147,MORPHINE,P,ML,T,OF9976679,0,40,13860
04/02/2012,VINTAGE PHARMACEUTICALS LLC,GULF COAST MEDICAL SUPPLY,HOMETOWN PHARMACY #7506 (IN),IN,1113,R234489,B214653,MORPHINE,X,ML,S,OF5642349,0,30,29579
06/20/2008,JANSSEN PHARMACEUTICALS INC,NATIONAL WHOLESALE DRUG CO INC,MEDICO PHARMACY #2099 (NJ),NJ,560,R534479,B382439,HYDROCODONE,S,ML,T,OF5893828,0,80,49806
07/11/2013,JANSSEN PHARMACEUTICALS INC,ANDA INC,CVS PHARMACY #5105 (TN),TN,332,R841199,B424685,MORPHINE,X,MCG,T,OF9169563,0,30,49234
05/18/2012,JANSSEN PHARMACEUTICALS INC,PENN PHARMACEUTICAL SERVICES INC,VILLAGE PHARMACY #9397 (NC),NC,591,R245473,B529012,METHADONE,X,MCG,S,OF7306063,0,30,43155
07/14/2012,LANNETT COMPANY INC,DAKOTA DRUG INC,WINN-DIXIE PHARMACY #4694 (OH),OH,103,R560165,B990373,OXYMORPHONE,T,GM,T,OF7549255,0,20,14123
02/26/2012,AMNEAL PHARMACEUTICALS LLC,MIAMI-LUKEN INC,WALGREENS #1233 (SC),SC,264,R902146,B208915,CODEINE,X,MCG,T,OF3500007,0,10,46237
11/24/2012,ABBOTT LABORATORIES,BELLCO DRUG CORP,VILLAGE PHARMACY #8147 (ME),ME,86,R404386,B913892,FENTANYL,X,GM,S,OF5801014,0,40,3076
08/10/2010,HIKMA PHARMACEUTICALS,CARDINAL HEALTH INC,FAMILY CARE PHARMACY #6977 (NC),NC,138,R407782,B794016,METHADONE,T,ML,S,OF1179970,0,5,4895
06/09/2013,ENDO PHARMACEUTICALS INC,KEYSOURCE MEDICAL INC,HOMETOWN PHARMACY #9646 (TN),TN,456,R810054,B913210,MORPHINE,S,MCG,T,OF5909814,0,30,14673
12/20/2010,CADISTA PHARMACEUTICALS INC,KINRAY LLC,PEOPLES PHARMACY #2660 (NC),NC,2466,R988528,B420986,BUPRENORPHINE,T,ML,T,OF9675481,0,30,35489
02/24/2012,WATSON LABORATORIES INC,SMITH DRUG COMPANY,WALGREENS #1013 (NH),NH,102,R199024,B440743,OXYMORPHONE,X,MCG,T,OF1923733,0,30,48362
09/07/2011,LANNETT COMPANY INC,ANDA INC,SUNRISE PHARMACY #7916 (MT),MT,354,R740905,B174225,HYDROCODONE,T,MCG,T,OF2455757,0,30,13081
10/27/2013,MYLAN PHARMACEUTICALS INC,KINRAY LLC,MEDICO PHARMACY #2821 (FL),FL,71,R333644,B995921,HYDROCODONE,X,GM,T,OF7733166,0,80,41769
03/31/2013,HIKMA PHARMACEUTICALS,MCKESSON CORPORATION,COMMUNITY PHARMACY #7046 (MI),MI,66,R965937,B560934,OXYMORPHONE,X,ML,S,OF4732215,0,5,28700
06/03/2008,IMPAX LABORATORIES INC,MIAMI-LUKEN INC,WALMART PHARMACY #1514 (HI),HI,870,R420908,B717989,OXYMORPHONE,P,MCG,S,OF3436411,0,80,16019
10/06/2011,JANSSEN PHARMACEUTICALS INC,CARDINAL HEALTH INC,WINN-DIXIE PHARMACY #3112 (LA),LA,248,R821803,B579064,OXYMORPHONE,S,ML,T,OF6349120,0,20,21337
08/10/2011,ABBOTT LABORATORIES,DAKOTA DRUG INC,PEOPLES PHARMACY #6983 (AZ),AZ,321,R621382,B246042,OXYMORPHONE,P,ML,S,OF8339877,0,20,36870
10/06/2013,TEVA PHARMACEUTICALS USA INC,PRESCRIPTION SUPPLY INC,HOMETOWN PHARMACY #8919 (KY),KY,4104,R198397,B524603,CODEINE,X,GM,S,OF4230212,0,30,8483
06/17/2011,WATSON LABORATORIES INC,SMITH DRUG COMPANY,PEOPLES PHARMACY #8239 (WY),WY,934,R344300,B888590,OXYCODONE,X,GM,S,OF5290916,0,15,4856
03/01/2010,LANNETT COMPANY INC,CARDINAL HEALTH INC,PEOPLES PHARMACY #1608 (RI),RI,431,R145450,B992488,CODEINE,X,MCG,S,OF2072103,0,10,32928
04/16/2011,MALLINCKRODT LLC,NATIONAL WHOLESALE DRUG CO INC,KROGER PHARMACY #7855 (MI),MI,40,R774463,B718718,METHADONE,P,GM,S,OF7618568,0,30,13629
08/04/2009,PURDUE PHARMA LP,PENN PHARMACEUTICAL SERVICES INC,QUALITY CARE PHARMACY #6874 (MI),MI,88,R380839,B246102,MORPHINE,T,ML,S,OF9248227,0,5,21493
06/19/2012,RHODES TECHNOLOGIES,KEYSOURCE MEDICAL INC,MEDICO PHARMACY #3356 (TX),TX,62,R817513,B767341,MORPHINE,P,ML,T,OF1671407,0,15,7918
12/24/2013,MALLINCKRODT LLC,KINRAY LLC,CVS PHARMACY #4109 (IN),IN,222,R251960,B457333,OXYMORPHONE,T,GM,T,OF6239031,0,80,47170
07/28/2008,MYLAN PHARMACEUTICALS INC,DAKOTA DRUG INC,SUNRISE PHARMACY #9538 (OH),OH,366,R389127,B216143,OXYCODONE,T,GM,S,OF9512967,0,5,32083
01/29/2010,SUN PHARMA GLOBAL INC,PRESCRIPTION SUPPLY INC,COMMUNITY PHARMACY #4979 (LA),LA,451,R846176,B166953,OXYMORPHONE,P,MCG,S,OF1734832,0,40,41393
08/09/2013,PURDUE PHARMA LP,AMERISOURCEBERGEN DRUG CORP,MEDICO PHARMACY #3359 (WY),WY,34,R120467,B117747,HYDROCODONE,T,GM,S,OF3128633,0,20,19504
07/27/2013,HIKMA PHARMACEUTICALS,KINRAY LLC,QUALITY CARE PHARMACY #7561 (KY),KY,116,R220628,B193997,MORPHINE,P,GM,T,OF7461760,0,40,7851
09/03/2011,LANNETT COMPANY INC,HENRY SCHEIN INC,HARRIS TEETER PHARMACY #7186 (SC),SC,34,R747167,B730347,MORPHINE,P,ML,T,OF6027368,0,80,47075
09/20/2010,MALLINCKRODT LLC,HD SMITH WHOLESALE DRUG CO,CVS PHARMACY #9326 (KY),KY,101,R106911,B326411,OXYMORPHONE,X,GM,S,OF3914554,0,10,2947
10/15/2010,AMNEAL PHARMACEUTICALS LLC,MIAMI-LUKEN INC,SUNRISE PHARMACY #8440 (TN),TN,196,R926984,B663155,MORPHINE,T,GM,T,OF5546788,0,40,32173
07/14/2008,MYLAN PHARMACEUTICALS INC,DIRECT RX,QUALITY CARE PHARMACY #7590 (MA),MA,68,R705438,B933827,FENTANYL,T,MCG,T,OF9206828,0,30,28172
10/04/2007,PAR PHARMACEUTICAL INC,KINRAY LLC,WALMART PHARMACY #9266 (IN),IN,321,R837968,B429290,HYDROCODONE,P,GM,S,OF9207111,0,20,21184
