timestamp,row_index,manufacturer,distributor,retailer,retailer_state,quantity,z_score,is_anomaly,disruption_injected,routing_method,alternate_route,routing_note
2026-04-21T12:15:49.209616,281,MALLINCKRODT LLC,BURLINGTON DRUG COMPANY INC,COMMUNITY PHARMACY #9734 (IN),IN,99.0,0.721,0,0,none,,Normal flow
2026-04-21T12:15:51.153557,282,WATSON LABORATORIES INC,CARDINAL HEALTH INC,WALMART PHARMACY #9266 (IN),IN,49.0,0.826,0,0,none,,Normal flow
2026-04-21T12:15:53.101730,283,ACTAVIS PHARMA INC,MIAMI-LUKEN INC,KROGER PHARMACY #2068 (MN),MN,479.0,0.095,0,0,none,,Normal flow
2026-04-21T12:15:55.040145,284,WATSON LABORATORIES INC,KINRAY LLC,SUNRISE PHARMACY #4402 (PA),PA,113.0,0.683,0,0,none,,Normal flow
2026-04-21T12:15:56.980996,285,ENDO PHARMACEUTICALS INC,BELLCO DRUG CORP,QUALITY CARE PHARMACY #6762 (GA),GA,189.0,0.519,0,0,none,,Normal flow
2026-04-21T12:15:59.250675,286,ACTAVIS PHARMA INC,KINRAY LLC,VILLAGE PHARMACY #2028 (TN),TN,0.0,99.0,1,1,ImmuneEngine,ACTAVIS PHARMA INC → ANDA INC → VILLAGE PHARMACY #2028 (TN),Activate alternate route via [ANDA INC]
2026-04-21T12:16:01.185436,287,ABBOTT LABORATORIES,KEYSOURCE MEDICAL INC,MAIN STREET PHARMACY #9832 (OH),OH,351.0,0.181,0,0,none,,Normal flow
2026-04-21T12:16:03.125179,288,HIKMA PHARMACEUTICALS,BELLCO DRUG CORP,COMMUNITY PHARMACY #3782 (NC),NC,72.0,0.762,0,0,none,,Normal flow
2026-04-21T12:16:05.067128,289,ENDO PHARMACEUTICALS INC,ANDA INC,CORNER DRUG STORE #5842 (PA),PA,264.0,0.341,0,0,none,,Normal flow
2026-04-21T12:16:07.305109,290,MALLINCKRODT LLC,DAKOTA DRUG INC,HARRIS TEETER PHARMACY #1357 (KS),KS,55.0,0.785,0,0,none,,Normal flow
2026-04-21T12:16:09.235972,291,ACTAVIS PHARMA INC,BURLINGTON DRUG COMPANY INC,WINN-DIXIE PHARMACY #5962 (PA),PA,325.0,0.205,0,0,none,,Normal flow
2026-04-21T12:16:11.168807,292,MALLINCKRODT LLC,KEYSOURCE MEDICAL INC,SUNRISE PHARMACY #1679 (NY),NY,253.0,0.375,0,0,none,,Normal flow
