date,manufacturer,distributor,retailer,retailer_state,quantity,manufacturer_enc,distributor_enc,retailer_enc,retailer_state_enc,tx_freq_per_pair,vol_concentration,month,year,day_of_week
2014-10-03,SUN PHARMA GLOBAL INC,MIAMI-LUKEN INC,PUBLIX PHARMACY #8653 (MI),MI,52,16,13,1352,21,2,0.0046,10,2014,4
2013-09-25,PURDUE PHARMA LP,CARDINAL HEALTH INC,HOMETOWN PHARMACY #3657 (IN),IN,88,12,4,755,14,5,0.0288,9,2013,2
2010-10-05,TEVA PHARMACEUTICALS USA INC,PENN PHARMACEUTICAL SERVICES INC,HARRIS TEETER PHARMACY #7261 (KY),KY,720,17,16,593,16,4,0.0507,10,2010,1
2010-03-08,QUALITEST PHARMACEUTICALS,VALUEDRUGCO,WINN-DIXIE PHARMACY #8598 (NE),NE,665,13,19,2077,28,2,0.1445,3,2010,0
2013-10-01,ENDO PHARMACEUTICALS INC,VALUEDRUGCO,MEDICO PHARMACY #7141 (ND),ND,117,4,19,1121,27,2,0.022,10,2013,1
2010-09-03,PAR PHARMACEUTICAL INC,MORRIS & DICKSON CO LLC,HOMETOWN PHARMACY #5569 (NC),NC,135,11,14,782,26,8,0.0504,9,2010,4
2011-08-06,QUALITEST PHARMACEUTICALS,MORRIS & DICKSON CO LLC,CORNER DRUG STORE #6232 (MI),MI,185,13,14,152,21,5,0.2635,8,2011,5
2011-11-18,IMPAX LABORATORIES INC,GULF COAST MEDICAL SUPPLY,MEDICO PHARMACY #6767 (NC),NC,195,6,7,1115,26,9,0.0613,11,2011,4
2013-03-08,MYLAN PHARMACEUTICALS INC,HD SMITH WHOLESALE DRUG CO,HARRIS TEETER PHARMACY #7261 (KY),KY,110,10,8,593,16,6,0.3206,3,2013,4
2008-04-20,AMNEAL PHARMACEUTICALS LLC,CARDINAL HEALTH INC,COMMUNITY PHARMACY #1287 (NE),NE,100,2,4,0,28,1,0.152,4,2008,6
2008-08-02,VINTAGE PHARMACEUTICALS LLC,SMITH DRUG COMPANY,HOMETOWN PHARMACY #2172 (WV),WV,202,18,18,738,48,10,0.0451,8,2008,5
2009-10-31,ABBOTT LABORATORIES,BELLCO DRUG CORP,PEOPLES PHARMACY #2660 (NC),NC,52,0,2,1190,26,10,0.0415,10,2009,5
2013-04-11,MYLAN PHARMACEUTICALS INC,HD SMITH WHOLESALE DRUG CO,HOMETOWN PHARMACY #8919 (KY),KY,687,10,8,820,16,11,0.018,4,2013,3
2009-04-05,MYLAN PHARMACEUTICALS INC,GULF COAST MEDICAL SUPPLY,COMMUNITY PHARMACY #4979 (LA),LA,707,10,7,45,17,6,0.1093,4,2009,6
2009-12-28,ABBOTT LABORATORIES,VALUEDRUGCO,HOMETOWN PHARMACY #3673 (VA),VA,123,0,19,756,44,7,0.0406,12,2009,0
2013-02-12,WATSON LABORATORIES INC,ANDA INC,HEALTH MART PHARMACY #7087 (VA),VA,604,19,1,688,44,2,0.0272,2,2013,1
2010-07-13,AMNEAL PHARMACEUTICALS LLC,SMITH DRUG COMPANY,KROGER PHARMACY #8019 (KY),KY,78,2,18,915,16,6,0.0338,7,2010,1
2013-07-06,AMNEAL PHARMACEUTICALS LLC,HD SMITH WHOLESALE DRUG CO,HARRIS TEETER PHARMACY #2715 (SD),SD,71,2,8,536,40,1,0.0297,7,2013,5
2009-07-01,PAR PHARMACEUTICAL INC,SMITH DRUG COMPANY,HARRIS TEETER PHARMACY #6063 (NC),NC,599,11,18,578,26,11,0.0221,7,2009,2
2009-06-30,RHODES TECHNOLOGIES,KEYSOURCE MEDICAL INC,VILLAGE PHARMACY #7086 (IN),IN,103,14,10,1736,14,5,0.004,6,2009,1
2012-11-24,VINTAGE PHARMACEUTICALS LLC,PENN PHARMACEUTICAL SERVICES INC,VILLAGE PHARMACY #1707 (KY),KY,480,18,16,1670,16,2,0.0457,11,2012,5
2010-07-30,IMPAX LABORATORIES INC,CARDINAL HEALTH INC,HARRIS TEETER PHARMACY #7186 (SC),SC,191,6,4,590,39,1,0.0373,7,2010,4
2014-08-24,ABBOTT LABORATORIES,HENRY SCHEIN INC,QUALITY CARE PHARMACY #6823 (IN),IN,187,0,9,1432,14,3,0.0056,8,2014,6
2009-10-19,IMPAX LABORATORIES INC,AMERISOURCEBERGEN DRUG CORP,COMMUNITY PHARMACY #8260 (MI),MI,192,6,0,81,21,2,0.0338,10,2009,0
2014-03-23,CADISTA PHARMACEUTICALS INC,AMERISOURCEBERGEN DRUG CORP,WALMART PHARMACY #1973 (MO),MO,51,3,0,1894,23,1,0.0299,3,2014,6
2007-01-31,ABBOTT LABORATORIES,KEYSOURCE MEDICAL INC,CORNER DRUG STORE #5761 (HI),HI,10,0,10,146,10,3,0.0464,1,2007,2
2012-12-04,VINTAGE PHARMACEUTICALS LLC,CARDINAL HEALTH INC,PUBLIX PHARMACY #2014 (PA),PA,430,18,4,1292,37,2,0.0358,12,2012,1
2009-03-08,WATSON LABORATORIES INC,CARDINAL HEALTH INC,MAIN STREET PHARMACY #4501 (WV),WV,198,19,4,986,48,9,0.0233,3,2009,6
2006-04-24,ABBOTT LABORATORIES,NATIONAL WHOLESALE DRUG CO INC,HARRIS TEETER PHARMACY #6758 (NC),NC,844,0,15,587,26,15,0.0349,4,2006,0
2010-01-12,TEVA PHARMACEUTICALS USA INC,DIRECT RX,CVS PHARMACY #9932 (PA),PA,513,17,6,310,37,3,0.1113,1,2010,1
2010-06-04,IMPAX LABORATORIES INC,VALUEDRUGCO,FAMILY CARE PHARMACY #3203 (KY),KY,105,6,19,336,16,8,0.0182,6,2010,4
2010-04-29,IMPAX LABORATORIES INC,DAKOTA DRUG INC,HOMETOWN PHARMACY #4482 (KY),KY,118,6,5,769,16,4,0.2736,4,2010,3
2013-04-23,MYLAN PHARMACEUTICALS INC,BURLINGTON DRUG COMPANY INC,GOOD NEIGHBOR PHARMACY #6272 (NC),NC,534,10,3,465,26,5,0.0356,4,2013,1
2010-12-09,SUN PHARMA GLOBAL INC,SMITH DRUG COMPANY,FAMILY CARE PHARMACY #2731 (OH),OH,154,16,18,328,34,3,0.0187,12,2010,3
2008-12-29,SUN PHARMA GLOBAL INC,KEYSOURCE MEDICAL INC,HEALTH MART PHARMACY #4740 (VA),VA,44,16,10,658,44,2,0.0061,12,2008,0
2013-02-18,ABBOTT LABORATORIES,HENRY SCHEIN INC,HOMETOWN PHARMACY #8829 (MS),MS,179,0,9,819,24,1,0.4255,2,2013,0
2013-05-11,MALLINCKRODT LLC,SMITH DRUG COMPANY,PEOPLES PHARMACY #4297 (TN),TN,41,9,18,1214,41,4,0.0068,5,2013,5
2011-08-09,RHODES TECHNOLOGIES,PRESCRIPTION SUPPLY INC,WALGREENS #4349 (IN),IN,71,14,17,1808,14,5,0.0217,8,2011,1
2009-03-05,QUALITEST PHARMACEUTICALS,AMERISOURCEBERGEN DRUG CORP,SUNRISE PHARMACY #7649 (PA),PA,397,13,0,1630,37,6,0.0292,3,2009,3
2010-07-24,VINTAGE PHARMACEUTICALS LLC,MIAMI-LUKEN INC,COMMUNITY PHARMACY #2490 (KY),KY,673,18,13,11,16,8,0.0169,7,2010,5
2009-08-08,RHODES TECHNOLOGIES,HD SMITH WHOLESALE DRUG CO,QUALITY CARE PHARMACY #6294 (VA),VA,20000,14,8,1423,44,8,0.5838,8,2009,5
2011-07-28,RHODES TECHNOLOGIES,DAKOTA DRUG INC,WINN-DIXIE PHARMACY #8561 (LA),LA,198,14,5,2076,17,5,0.0574,7,2011,3
2009-06-03,QUALITEST PHARMACEUTICALS,SMITH DRUG COMPANY,HOMETOWN PHARMACY #2097 (OH),OH,1514,13,18,737,34,3,0.0995,6,2009,2
2010-03-21,PURDUE PHARMA LP,MCKESSON CORPORATION,HEALTH MART PHARMACY #2714 (MS),MS,118,12,12,641,24,5,0.0481,3,2010,6
2013-05-03,AMNEAL PHARMACEUTICALS LLC,BURLINGTON DRUG COMPANY INC,WALMART PHARMACY #5415 (IA),IA,82,2,3,1929,11,3,0.6711,5,2013,4
2006-12-26,MYLAN PHARMACEUTICALS INC,AMERISOURCEBERGEN DRUG CORP,VILLAGE PHARMACY #7028 (AR),AR,225,10,0,1734,2,1,0.1615,12,2006,1
2009-02-05,TEVA PHARMACEUTICALS USA INC,MCKESSON CORPORATION,HEALTH MART PHARMACY #8974 (OH),OH,149,17,12,711,34,5,0.0367,2,2009,3
2012-02-23,TEVA PHARMACEUTICALS USA INC,HENRY SCHEIN INC,COMMUNITY PHARMACY #3782 (NC),NC,478,17,9,26,26,13,0.0569,2,2012,3
2008-06-17,ACTAVIS PHARMA INC,DIRECT RX,RITE AID #3349 (TN),TN,674,1,6,1501,41,5,0.0224,6,2008,1
2010-11-19,ENDO PHARMACEUTICALS INC,MCKESSON CORPORATION,GOOD NEIGHBOR PHARMACY #2494 (WV),WV,130,4,12,419,48,5,0.0126,11,2010,4
2012-04-09,WATSON LABORATORIES INC,PENN PHARMACEUTICAL SERVICES INC,MEDICO PHARMACY #9056 (NY),NY,139,19,16,1145,33,4,0.0407,4,2012,0
2012-03-25,IMPAX LABORATORIES INC,PENN PHARMACEUTICAL SERVICES INC,PEOPLES PHARMACY #8170 (VA),VA,674,6,16,1263,44,3,0.0745,3,2012,6
2013-04-22,ENDO PHARMACEUTICALS INC,HD SMITH WHOLESALE DRUG CO,SUNRISE PHARMACY #5581 (TN),TN,1385,4,8,1608,41,1,0.1291,4,2013,0
2012-03-13,CADISTA PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,HARRIS TEETER PHARMACY #2883 (ME),ME,374,3,14,538,20,2,0.0935,3,2012,1
2013-08-03,QUALITEST PHARMACEUTICALS,GULF COAST MEDICAL SUPPLY,HARRIS TEETER PHARMACY #9396 (VA),VA,295,13,7,617,44,4,0.0232,8,2013,5
2008-09-01,SANDOZ INC,AMERISOURCEBERGEN DRUG CORP,MAIN STREET PHARMACY #3493 (MD),MD,162,15,0,973,19,1,0.0624,9,2008,0
2014-01-29,LANNETT COMPANY INC,AMERISOURCEBERGEN DRUG CORP,QUALITY CARE PHARMACY #1232 (AZ),AZ,89,8,0,1364,3,2,0.1063,1,2014,2
2011-05-21,TEVA PHARMACEUTICALS USA INC,CARDINAL HEALTH INC,CORNER DRUG STORE #4406 (KY),KY,388,17,4,135,16,11,0.1833,5,2011,5
2011-10-30,ABBOTT LABORATORIES,MORRIS & DICKSON CO LLC,KROGER PHARMACY #9348 (RI),RI,1210,0,14,930,38,2,0.0268,10,2011,6
2012-02-12,ABBOTT LABORATORIES,MORRIS & DICKSON CO LLC,CORNER DRUG STORE #4406 (KY),KY,375,0,14,135,16,3,0.0094,2,2012,6
2012-11-28,SANDOZ INC,HENRY SCHEIN INC,PEOPLES PHARMACY #2207 (MD),MD,2286,15,9,1187,19,1,0.268,11,2012,2
2011-05-16,WATSON LABORATORIES INC,BURLINGTON DRUG COMPANY INC,KROGER PHARMACY #2900 (MI),MI,785,19,3,854,21,2,0.0395,5,2011,0
2007-01-10,LANNETT COMPANY INC,MORRIS & DICKSON CO LLC,WINN-DIXIE PHARMACY #7875 (TX),TX,143,8,14,2061,42,1,0.0166,1,2007,2
2009-07-16,ACTAVIS PHARMA INC,KINRAY LLC,PUBLIX PHARMACY #1973 (TN),TN,53,1,11,1289,41,2,0.0245,7,2009,3
2011-09-10,SUN PHARMA GLOBAL INC,VALUEDRUGCO,WINN-DIXIE PHARMACY #5416 (AL),AL,80,16,19,2032,1,1,0.0147,9,2011,5
2008-10-06,TEVA PHARMACEUTICALS USA INC,NATIONAL WHOLESALE DRUG CO INC,QUALITY CARE PHARMACY #7561 (KY),KY,644,17,15,1444,16,5,0.0259,10,2008,0
2014-10-14,ACTAVIS PHARMA INC,MCKESSON CORPORATION,HEALTH MART PHARMACY #9940 (GA),GA,437,1,12,727,9,1,0.4772,10,2014,1
2012-10-03,IMPAX LABORATORIES INC,GULF COAST MEDICAL SUPPLY,FAMILY CARE PHARMACY #3467 (KY),KY,1763,6,7,339,16,7,0.0507,10,2012,2
2008-04-18,ENDO PHARMACEUTICALS INC,KEYSOURCE MEDICAL INC,VILLAGE PHARMACY #3493 (AK),AK,3134,4,10,1700,0,1,0.4658,4,2008,4
2012-08-30,ACTAVIS PHARMA INC,PRESCRIPTION SUPPLY INC,WINN-DIXIE PHARMACY #7583 (TN),TN,44,1,17,2059,41,3,0.0414,8,2012,3
2011-05-22,PURDUE PHARMA LP,VALUEDRUGCO,HARRIS TEETER PHARMACY #4515 (HI),HI,889,12,19,560,10,3,0.2877,5,2011,6
2010-09-07,LANNETT COMPANY INC,VALUEDRUGCO,MEDICO PHARMACY #8978 (MI),MI,382,8,19,1144,21,5,0.0106,9,2010,1
2011-01-02,AMNEAL PHARMACEUTICALS LLC,PRESCRIPTION SUPPLY INC,CVS PHARMACY #9124 (OR),OR,549,2,17,300,36,3,0.0728,1,2011,6
2012-08-03,SUN PHARMA GLOBAL INC,KEYSOURCE MEDICAL INC,GOOD NEIGHBOR PHARMACY #2790 (PA),PA,229,16,10,422,37,3,0.0201,8,2012,4
2009-06-15,ENDO PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,FAMILY CARE PHARMACY #2455 (AK),AK,219,4,14,325,0,1,0.0483,6,2009,0
2013-09-03,WATSON LABORATORIES INC,VALUEDRUGCO,CORNER DRUG STORE #8437 (OK),OK,148,19,19,178,35,1,0.01,9,2013,1
2010-05-10,IMPAX LABORATORIES INC,DAKOTA DRUG INC,MAIN STREET PHARMACY #8777 (MI),MI,467,6,5,1038,21,6,0.0717,5,2010,0
2010-12-05,ENDO PHARMACEUTICALS INC,BURLINGTON DRUG COMPANY INC,RITE AID #9491 (IN),IN,8865,4,3,1563,14,5,0.3112,12,2010,6
2013-02-10,PAR PHARMACEUTICAL INC,HENRY SCHEIN INC,GOOD NEIGHBOR PHARMACY #6272 (NC),NC,60,11,9,465,26,13,0.081,2,2013,6
2008-12-30,JANSSEN PHARMACEUTICALS INC,KEYSOURCE MEDICAL INC,KROGER PHARMACY #7855 (MI),MI,369,7,10,912,21,8,0.1192,12,2008,1
2013-04-13,VINTAGE PHARMACEUTICALS LLC,PENN PHARMACEUTICAL SERVICES INC,RITE AID #9322 (LA),LA,40,18,16,1559,17,3,0.0206,4,2013,5
2012-11-24,PAR PHARMACEUTICAL INC,CARDINAL HEALTH INC,PEOPLES PHARMACY #4297 (TN),TN,219,11,4,1214,41,6,0.0047,11,2012,5
2013-12-27,SANDOZ INC,DAKOTA DRUG INC,MAIN STREET PHARMACY #7935 (KY),KY,764,15,5,1028,16,5,0.0347,12,2013,4
2010-02-09,ENDO PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,COMMUNITY PHARMACY #2995 (MA),MA,1026,4,14,15,18,1,0.226,2,2010,1
2011-10-09,JANSSEN PHARMACEUTICALS INC,AMERISOURCEBERGEN DRUG CORP,WALGREENS #6346 (OH),OH,176,7,0,1840,34,1,0.0227,10,2011,6
2013-10-07,WATSON LABORATORIES INC,KEYSOURCE MEDICAL INC,RITE AID #6947 (MT),MT,153,19,10,1534,25,1,0.0186,10,2013,0
2008-09-11,LANNETT COMPANY INC,HD SMITH WHOLESALE DRUG CO,FAMILY CARE PHARMACY #3467 (KY),KY,204,8,8,339,16,4,0.0614,9,2008,3
2012-12-22,WATSON LABORATORIES INC,BELLCO DRUG CORP,HOMETOWN PHARMACY #3982 (MO),MO,247,19,2,759,23,1,0.0622,12,2012,5
2014-12-06,IMPAX LABORATORIES INC,BELLCO DRUG CORP,HARRIS TEETER PHARMACY #9796 (UT),UT,79,6,2,623,43,2,0.0172,12,2014,5
2010-03-15,PAR PHARMACEUTICAL INC,HENRY SCHEIN INC,VILLAGE PHARMACY #9397 (NC),NC,251,11,9,1765,26,7,0.0101,3,2010,0
2010-05-19,AMNEAL PHARMACEUTICALS LLC,VALUEDRUGCO,CORNER DRUG STORE #3755 (NH),NH,127,2,19,128,29,1,0.1267,5,2010,2
2011-06-25,SUN PHARMA GLOBAL INC,SMITH DRUG COMPANY,PEOPLES PHARMACY #2021 (TN),TN,69,16,18,1183,41,8,0.0061,6,2011,5
2010-11-07,PAR PHARMACEUTICAL INC,MORRIS & DICKSON CO LLC,HEALTH MART PHARMACY #4409 (OH),OH,52,11,14,654,34,6,0.021,11,2010,6
2009-08-03,VINTAGE PHARMACEUTICALS LLC,MORRIS & DICKSON CO LLC,MAIN STREET PHARMACY #7953 (AZ),AZ,530,18,14,1030,3,1,0.1616,8,2009,0
2014-04-07,PURDUE PHARMA LP,KEYSOURCE MEDICAL INC,MEDICO PHARMACY #1464 (KY),KY,769,12,10,1058,16,5,0.1536,4,2014,0
2010-04-19,TEVA PHARMACEUTICALS USA INC,DAKOTA DRUG INC,MEDICO PHARMACY #9453 (TN),TN,234,17,5,1150,41,7,0.0233,4,2010,0
2013-10-29,IMPAX LABORATORIES INC,CARDINAL HEALTH INC,FAMILY CARE PHARMACY #8358 (KS),KS,28,6,4,392,15,2,0.0033,10,2013,1
2012-04-04,RHODES TECHNOLOGIES,BELLCO DRUG CORP,WINN-DIXIE PHARMACY #6356 (UT),UT,133,14,2,2042,43,2,0.0032,4,2012,2
2010-01-11,IMPAX LABORATORIES INC,GULF COAST MEDICAL SUPPLY,PUBLIX PHARMACY #5454 (LA),LA,24,6,7,1327,17,4,0.038,1,2010,0
2010-07-15,LANNETT COMPANY INC,MIAMI-LUKEN INC,MEDICO PHARMACY #1621 (MI),MI,387,8,13,1059,21,6,0.0086,7,2010,3
2014-02-08,HIKMA PHARMACEUTICALS,BELLCO DRUG CORP,WALGREENS #6656 (TN),TN,49,5,2,1844,41,2,0.0048,2,2014,5
2008-08-17,MALLINCKRODT LLC,KEYSOURCE MEDICAL INC,COMMUNITY PHARMACY #9332 (IL),IL,149,9,10,86,13,1,0.1741,8,2008,6
2012-07-18,RHODES TECHNOLOGIES,ANDA INC,MAIN STREET PHARMACY #3359 (NH),NH,70,14,1,972,29,2,0.064,7,2012,2
2012-10-13,QUALITEST PHARMACEUTICALS,DAKOTA DRUG INC,HOMETOWN PHARMACY #2172 (WV),WV,132,13,5,738,48,8,0.0095,10,2012,5
2011-04-28,CADISTA PHARMACEUTICALS INC,KINRAY LLC,GOOD NEIGHBOR PHARMACY #9772 (VA),VA,411,3,11,508,44,2,0.0087,4,2011,3
2011-06-20,HIKMA PHARMACEUTICALS,PRESCRIPTION SUPPLY INC,CORNER DRUG STORE #4406 (KY),KY,10,5,17,135,16,3,0.021,6,2011,0
2009-12-11,TEVA PHARMACEUTICALS USA INC,PRESCRIPTION SUPPLY INC,MAIN STREET PHARMACY #4198 (PA),PA,123,17,17,980,37,5,0.0306,12,2009,4
2013-01-26,RHODES TECHNOLOGIES,MIAMI-LUKEN INC,CVS PHARMACY #1770 (OR),OR,905,14,13,204,36,1,0.1855,1,2013,5
2010-09-27,MALLINCKRODT LLC,MORRIS & DICKSON CO LLC,WINN-DIXIE PHARMACY #9954 (NY),NY,210,9,14,2089,33,1,0.0974,9,2010,0
2012-05-11,JANSSEN PHARMACEUTICALS INC,HENRY SCHEIN INC,QUALITY CARE PHARMACY #9274 (CT),CT,266,7,9,1467,6,2,0.0093,5,2012,4
2010-06-06,JANSSEN PHARMACEUTICALS INC,KEYSOURCE MEDICAL INC,KROGER PHARMACY #9348 (RI),RI,461,7,10,930,38,1,0.0185,6,2010,6
2010-10-06,ENDO PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,WINN-DIXIE PHARMACY #6652 (VT),VT,29,4,14,2047,45,1,0.1074,10,2010,2
2009-02-13,IMPAX LABORATORIES INC,DAKOTA DRUG INC,HOMETOWN PHARMACY #3673 (VA),VA,18,6,5,756,44,5,0.0643,2,2009,4
2009-11-29,QUALITEST PHARMACEUTICALS,PENN PHARMACEUTICAL SERVICES INC,PEOPLES PHARMACY #3726 (IN),IN,1130,13,16,1205,14,5,0.0483,11,2009,6
2011-09-09,PAR PHARMACEUTICAL INC,HD SMITH WHOLESALE DRUG CO,PEOPLES PHARMACY #1839 (PA),PA,237,11,8,1182,37,6,0.0087,9,2011,4
2013-09-30,ABBOTT LABORATORIES,HENRY SCHEIN INC,HEALTH MART PHARMACY #1579 (AR),AR,110,0,9,628,2,2,0.1007,9,2013,0
2012-05-20,HIKMA PHARMACEUTICALS,PRESCRIPTION SUPPLY INC,SUNRISE PHARMACY #1937 (TN),TN,173,5,17,1579,41,5,0.0044,5,2012,6
2011-09-28,ENDO PHARMACEUTICALS INC,MIAMI-LUKEN INC,WALGREENS #4408 (TN),TN,304,4,13,1811,41,3,0.0239,9,2011,2
2012-05-04,LANNETT COMPANY INC,KEYSOURCE MEDICAL INC,RITE AID #1394 (FL),FL,102,8,10,1483,8,2,0.0268,5,2012,4
2012-03-27,VINTAGE PHARMACEUTICALS LLC,DAKOTA DRUG INC,MAIN STREET PHARMACY #3572 (TN),TN,242,18,5,975,41,6,0.1087,3,2012,1
2008-10-10,PAR PHARMACEUTICAL INC,HD SMITH WHOLESALE DRUG CO,COMMUNITY PHARMACY #8229 (IN),IN,278,11,8,80,14,4,0.0469,10,2008,4
2010-03-17,IMPAX LABORATORIES INC,MORRIS & DICKSON CO LLC,MEDICO PHARMACY #7420 (NM),NM,35,6,14,1123,31,1,0.0058,3,2010,2
2012-05-12,WATSON LABORATORIES INC,DAKOTA DRUG INC,HEALTH MART PHARMACY #9547 (VA),VA,587,19,5,721,44,6,0.0245,5,2012,5
2011-04-17,MYLAN PHARMACEUTICALS INC,MORRIS & DICKSON CO LLC,CVS PHARMACY #7974 (MT),MT,445,10,14,288,25,1,0.0865,4,2011,6
2011-06-08,MALLINCKRODT LLC,CARDINAL HEALTH INC,CORNER DRUG STORE #9561 (PA),PA,929,9,4,189,37,7,0.0425,6,2011,2
2010-06-02,JANSSEN PHARMACEUTICALS INC,DIRECT RX,WALGREENS #9921 (CT),CT,318,7,6,1886,6,1,0.0236,6,2010,2
2012-10-09,CADISTA PHARMACEUTICALS INC,KINRAY LLC,CVS PHARMACY #8273 (OR),OR,1062,3,11,293,36,1,0.0379,10,2012,1
2010-12-21,RHODES TECHNOLOGIES,KEYSOURCE MEDICAL INC,WALGREENS #4047 (WI),WI,6425,14,10,1805,47,1,0.4382,12,2010,1
2008-12-03,JANSSEN PHARMACEUTICALS INC,HD SMITH WHOLESALE DRUG CO,CORNER DRUG STORE #2273 (LA),LA,120,7,8,112,17,2,0.0308,12,2008,2
2007-09-30,HIKMA PHARMACEUTICALS,MIAMI-LUKEN INC,WALMART PHARMACY #1108 (WV),WV,251,5,13,1887,48,9,0.0497,9,2007,6
2014-05-04,SUN PHARMA GLOBAL INC,BURLINGTON DRUG COMPANY INC,CVS PHARMACY #4541 (WY),WY,377,16,3,242,49,2,0.1084,5,2014,6
2010-09-18,ABBOTT LABORATORIES,NATIONAL WHOLESALE DRUG CO INC,VILLAGE PHARMACY #8858 (AZ),AZ,1002,0,15,1758,3,1,0.1909,9,2010,5
2009-11-16,CADISTA PHARMACEUTICALS INC,KINRAY LLC,WINN-DIXIE PHARMACY #7583 (TN),TN,975,3,11,2059,41,6,0.2466,11,2009,0
2012-10-02,LANNETT COMPANY INC,PENN PHARMACEUTICAL SERVICES INC,MAIN STREET PHARMACY #1358 (IN),IN,1097,8,16,941,14,2,0.0125,10,2012,1
2010-11-04,PURDUE PHARMA LP,BELLCO DRUG CORP,PEOPLES PHARMACY #2660 (NC),NC,59,12,2,1190,26,7,0.0415,11,2010,3
2012-11-11,MALLINCKRODT LLC,KEYSOURCE MEDICAL INC,HARRIS TEETER PHARMACY #3549 (MO),MO,794,9,10,544,23,1,0.2602,11,2012,6
2010-08-13,VINTAGE PHARMACEUTICALS LLC,KEYSOURCE MEDICAL INC,WALGREENS #5846 (PA),PA,212,18,10,1831,37,2,0.0336,8,2010,4
2011-09-01,WATSON LABORATORIES INC,VALUEDRUGCO,PEOPLES PHARMACY #5759 (KS),KS,1708,19,19,1235,15,1,0.0645,9,2011,3
2012-06-25,ABBOTT LABORATORIES,CARDINAL HEALTH INC,HEALTH MART PHARMACY #4740 (VA),VA,292,0,4,658,44,8,0.0147,6,2012,0
2012-06-01,ABBOTT LABORATORIES,KINRAY LLC,HOMETOWN PHARMACY #7506 (IN),IN,54,0,11,802,14,4,0.0792,6,2012,4
2013-07-01,MALLINCKRODT LLC,MIAMI-LUKEN INC,WALGREENS #6125 (VA),VA,151,9,13,1835,44,4,0.0245,7,2013,0
2014-03-12,HIKMA PHARMACEUTICALS,KEYSOURCE MEDICAL INC,SUNRISE PHARMACY #8999 (NC),NC,338,5,10,1648,26,4,0.0242,3,2014,2
2009-11-13,TEVA PHARMACEUTICALS USA INC,MORRIS & DICKSON CO LLC,QUALITY CARE PHARMACY #5311 (NM),NM,555,17,14,1407,31,1,0.0672,11,2009,4
2007-10-30,ACTAVIS PHARMA INC,HD SMITH WHOLESALE DRUG CO,FAMILY CARE PHARMACY #9427 (IN),IN,383,1,8,402,14,4,0.0535,10,2007,1
2014-03-14,ABBOTT LABORATORIES,HENRY SCHEIN INC,HEALTH MART PHARMACY #2027 (VT),VT,473,0,9,634,45,2,0.1142,3,2014,4
2014-11-25,IMPAX LABORATORIES INC,CARDINAL HEALTH INC,CVS PHARMACY #3954 (OH),OH,537,6,4,237,34,6,0.0107,11,2014,1
2010-05-31,CADISTA PHARMACEUTICALS INC,AMERISOURCEBERGEN DRUG CORP,COMMUNITY PHARMACY #9334 (IN),IN,20000,3,0,87,14,4,0.3162,5,2010,0
2012-10-19,JANSSEN PHARMACEUTICALS INC,PENN PHARMACEUTICAL SERVICES INC,CORNER DRUG STORE #7216 (CO),CO,94,7,16,166,5,2,0.0139,10,2012,4
2013-07-09,SANDOZ INC,SMITH DRUG COMPANY,PEOPLES PHARMACY #4297 (TN),TN,18,15,18,1214,41,4,0.0068,7,2013,1
2010-03-02,WATSON LABORATORIES INC,ANDA INC,GOOD NEIGHBOR PHARMACY #9924 (IA),IA,1428,19,1,510,11,1,0.4327,3,2010,1
2008-11-07,JANSSEN PHARMACEUTICALS INC,MIAMI-LUKEN INC,MAIN STREET PHARMACY #4010 (LA),LA,659,7,13,978,17,2,0.0395,11,2008,4
2013-06-21,LANNETT COMPANY INC,NATIONAL WHOLESALE DRUG CO INC,MEDICO PHARMACY #9698 (PA),PA,66,8,15,1158,37,2,0.0371,6,2013,4
2009-08-18,ENDO PHARMACEUTICALS INC,DAKOTA DRUG INC,CORNER DRUG STORE #1763 (DE),DE,197,4,5,108,7,1,0.0213,8,2009,1
2008-04-21,HIKMA PHARMACEUTICALS,PRESCRIPTION SUPPLY INC,SUNRISE PHARMACY #1937 (TN),TN,165,5,17,1579,41,5,0.0044,4,2008,0
2011-02-21,IMPAX LABORATORIES INC,BELLCO DRUG CORP,HARRIS TEETER PHARMACY #7275 (IN),IN,2667,6,2,594,14,6,0.0809,2,2011,0
2012-03-04,MYLAN PHARMACEUTICALS INC,GULF COAST MEDICAL SUPPLY,COMMUNITY PHARMACY #5066 (OK),OK,241,10,7,46,35,1,0.0415,3,2012,6
2012-10-27,PAR PHARMACEUTICAL INC,AMERISOURCEBERGEN DRUG CORP,RITE AID #7159 (DE),DE,163,11,0,1537,7,1,0.1136,10,2012,5
2008-07-15,IMPAX LABORATORIES INC,VALUEDRUGCO,QUALITY CARE PHARMACY #3860 (VA),VA,272,6,19,1388,44,4,0.0263,7,2008,1
2010-04-28,AMNEAL PHARMACEUTICALS LLC,DIRECT RX,WINN-DIXIE PHARMACY #6027 (IN),IN,153,2,6,2040,14,1,0.0773,4,2010,2
2013-04-09,SUN PHARMA GLOBAL INC,DAKOTA DRUG INC,KROGER PHARMACY #5686 (VA),VA,290,16,5,882,44,4,0.0094,4,2013,1
