anomaly_idx,manufacturer,retailer,anomaly_score,match_rank,match_distance,match_recovery_days,match_response_type,match_disruption_type,match_industry
571,PURDUE PHARMA LP,CVS PHARMACY #5905 (AR),2,2,0.8903,96.0,Alternative Supplier,Labor Strike,Consumer Goods
571,PURDUE PHARMA LP,CVS PHARMACY #5905 (AR),2,3,0.9754,128.0,Alternative Supplier,Labor Strike,Consumer Goods
572,LANNETT COMPANY INC,SUNRISE PHARMACY #9282 (IA),2,1,0.6619,141.0,Alternative Supplier,Labor Strike,Electronics
572,LANNETT COMPANY INC,SUNRISE PHARMACY #9282 (IA),2,2,0.889,96.0,Alternative Supplier,Labor Strike,Consumer Goods
572,LANNETT COMPANY INC,SUNRISE PHARMACY #9282 (IA),2,3,0.9716,128.0,Alternative Supplier,Labor Strike,Consumer Goods
573,JANSSEN PHARMACEUTICALS INC,HEALTH MART PHARMACY #4435 (WY),2,1,0.1928,68.0,Alternative Supplier,Labor Strike,Consumer Goods
573,JANSSEN PHARMACEUTICALS INC,HEALTH MART PHARMACY #4435 (WY),2,2,0.3768,115.0,Alternative Supplier,Geopolitical,Consumer Goods
573,JANSSEN PHARMACEUTICALS INC,HEALTH MART PHARMACY #4435 (WY),2,3,0.3866,32.0,Alternative Supplier,Geopolitical,Consumer Goods
574,WATSON LABORATORIES INC,WALGREENS #5885 (VA),2,1,0.2748,54.0,Alternative Supplier,Labor Strike,Consumer Goods
574,WATSON LABORATORIES INC,WALGREENS #5885 (VA),2,2,0.311,29.0,Alternative Supplier,Labor Strike,Consumer Goods
574,WATSON LABORATORIES INC,WALGREENS #5885 (VA),2,3,0.3359,52.0,Alternative Supplier,Labor Strike,Consumer Goods
575,MYLAN PHARMACEUTICALS INC,WALGREENS #7568 (OK),2,1,0.3613,26.0,Alternative Supplier,Labor Strike,Consumer Goods
575,MYLAN PHARMACEUTICALS INC,WALGREENS #7568 (OK),2,2,0.4066,21.0,Alternative Supplier,Labor Strike,Consumer Goods
575,MYLAN PHARMACEUTICALS INC,WALGREENS #7568 (OK),2,3,0.4141,103.0,Alternative Supplier,Labor Strike,Consumer Goods
576,MALLINCKRODT LLC,CORNER DRUG STORE #4033 (DE),2,1,0.1928,68.0,Alternative Supplier,Labor Strike,Consumer Goods
576,MALLINCKRODT LLC,CORNER DRUG STORE #4033 (DE),2,2,0.3768,115.0,Alternative Supplier,Geopolitical,Consumer Goods
576,MALLINCKRODT LLC,CORNER DRUG STORE #4033 (DE),2,3,0.3866,32.0,Alternative Supplier,Geopolitical,Consumer Goods
577,ENDO PHARMACEUTICALS INC,GOOD NEIGHBOR PHARMACY #1339 (FL),2,1,0.1928,68.0,Alternative Supplier,Labor Strike,Consumer Goods
577,ENDO PHARMACEUTICALS INC,GOOD NEIGHBOR PHARMACY #1339 (FL),2,2,0.3768,115.0,Alternative Supplier,Geopolitical,Consumer Goods
577,ENDO PHARMACEUTICALS INC,GOOD NEIGHBOR PHARMACY #1339 (FL),2,3,0.3866,32.0,Alternative Supplier,Geopolitical,Consumer Goods
578,IMPAX LABORATORIES INC,VILLAGE PHARMACY #7322 (OH),2,1,0.3637,26.0,Alternative Supplier,Labor Strike,Consumer Goods
578,IMPAX LABORATORIES INC,VILLAGE PHARMACY #7322 (OH),2,2,0.4234,21.0,Alternative Supplier,Labor Strike,Consumer Goods
578,IMPAX LABORATORIES INC,VILLAGE PHARMACY #7322 (OH),2,3,0.4323,103.0,Alternative Supplier,Labor Strike,Consumer Goods
579,PAR PHARMACEUTICAL INC,TUG VALLEY PHARMACY #1 (WV),2,1,0.2002,19.0,Alternative Supplier,Labor Strike,Consumer Goods
579,PAR PHARMACEUTICAL INC,TUG VALLEY PHARMACY #1 (WV),2,2,0.2026,115.0,Alternative Supplier,Labor Strike,Consumer Goods
579,PAR PHARMACEUTICAL INC,TUG VALLEY PHARMACY #1 (WV),2,3,0.376,246.0,Alternative Supplier,Geopolitical,Consumer Goods
580,IMPAX LABORATORIES INC,KROGER PHARMACY #6736 (IA),2,1,0.6618,141.0,Alternative Supplier,Labor Strike,Electronics
580,IMPAX LABORATORIES INC,KROGER PHARMACY #6736 (IA),2,2,0.889,96.0,Alternative Supplier,Labor Strike,Consumer Goods
580,IMPAX LABORATORIES INC,KROGER PHARMACY #6736 (IA),2,3,0.9714,128.0,Alternative Supplier,Labor Strike,Consumer Goods
581,QUALITEST PHARMACEUTICALS,CORNER DRUG STORE #8633 (CO),2,1,0.6627,141.0,Alternative Supplier,Labor Strike,Electronics
581,QUALITEST PHARMACEUTICALS,CORNER DRUG STORE #8633 (CO),2,2,0.8898,96.0,Alternative Supplier,Labor Strike,Consumer Goods
581,QUALITEST PHARMACEUTICALS,CORNER DRUG STORE #8633 (CO),2,3,0.974,128.0,Alternative Supplier,Labor Strike,Consumer Goods
582,MYLAN PHARMACEUTICALS INC,VILLAGE PHARMACY #5722 (GA),2,1,0.3613,26.0,Alternative Supplier,Labor Strike,Consumer Goods
582,MYLAN PHARMACEUTICALS INC,VILLAGE PHARMACY #5722 (GA),2,2,0.4067,21.0,Alternative Supplier,Labor Strike,Consumer Goods
582,MYLAN PHARMACEUTICALS INC,VILLAGE PHARMACY #5722 (GA),2,3,0.4142,103.0,Alternative Supplier,Labor Strike,Consumer Goods
583,SUN PHARMA GLOBAL INC,QUALITY CARE PHARMACY #4218 (WY),2,1,0.1928,68.0,Alternative Supplier,Labor Strike,Consumer Goods
583,SUN PHARMA GLOBAL INC,QUALITY CARE PHARMACY #4218 (WY),2,2,0.3768,115.0,Alternative Supplier,Geopolitical,Consumer Goods
583,SUN PHARMA GLOBAL INC,QUALITY CARE PHARMACY #4218 (WY),2,3,0.3866,32.0,Alternative Supplier,Geopolitical,Consumer Goods
584,PAR PHARMACEUTICAL INC,WALGREENS #4388 (CT),2,1,0.1928,68.0,Alternative Supplier,Labor Strike,Consumer Goods
584,PAR PHARMACEUTICAL INC,WALGREENS #4388 (CT),2,2,0.3768,115.0,Alternative Supplier,Geopolitical,Consumer Goods
584,PAR PHARMACEUTICAL INC,WALGREENS #4388 (CT),2,3,0.3866,32.0,Alternative Supplier,Geopolitical,Consumer Goods
585,RHODES TECHNOLOGIES,COMMUNITY PHARMACY #3725 (NM),2,1,0.6668,141.0,Alternative Supplier,Labor Strike,Electronics
585,RHODES TECHNOLOGIES,COMMUNITY PHARMACY #3725 (NM),2,2,0.8937,96.0,Alternative Supplier,Labor Strike,Consumer Goods
585,RHODES TECHNOLOGIES,COMMUNITY PHARMACY #3725 (NM),2,3,0.9851,128.0,Alternative Supplier,Labor Strike,Consumer Goods
586,PAR PHARMACEUTICAL INC,VILLAGE PHARMACY #4674 (IA),2,1,0.6627,141.0,Alternative Supplier,Labor Strike,Electronics
586,PAR PHARMACEUTICAL INC,VILLAGE PHARMACY #4674 (IA),2,2,0.8898,96.0,Alternative Supplier,Labor Strike,Consumer Goods
586,PAR PHARMACEUTICAL INC,VILLAGE PHARMACY #4674 (IA),2,3,0.974,128.0,Alternative Supplier,Labor Strike,Consumer Goods
587,IMPAX LABORATORIES INC,VILLAGE PHARMACY #4919 (CO),2,1,0.6617,141.0,Alternative Supplier,Labor Strike,Electronics
587,IMPAX LABORATORIES INC,VILLAGE PHARMACY #4919 (CO),2,2,0.8889,96.0,Alternative Supplier,Labor Strike,Consumer Goods
587,IMPAX LABORATORIES INC,VILLAGE PHARMACY #4919 (CO),2,3,0.9711,128.0,Alternative Supplier,Labor Strike,Consumer Goods
588,MALLINCKRODT LLC,COMMUNITY PHARMACY #6766 (NY),2,1,0.6611,141.0,Alternative Supplier,Labor Strike,Electronics
588,MALLINCKRODT LLC,COMMUNITY PHARMACY #6766 (NY),2,2,0.8883,96.0,Alternative Supplier,Labor Strike,Consumer Goods
588,MALLINCKRODT LLC,COMMUNITY PHARMACY #6766 (NY),2,3,0.9694,128.0,Alternative Supplier,Labor Strike,Consumer Goods
589,LANNETT COMPANY INC,COMMUNITY PHARMACY #9311 (VT),2,1,0.6627,141.0,Alternative Supplier,Labor Strike,Electronics
589,LANNETT COMPANY INC,COMMUNITY PHARMACY #9311 (VT),2,2,0.8898,96.0,Alternative Supplier,Labor Strike,Consumer Goods
589,LANNETT COMPANY INC,COMMUNITY PHARMACY #9311 (VT),2,3,0.974,128.0,Alternative Supplier,Labor Strike,Consumer Goods
590,HIKMA PHARMACEUTICALS,QUALITY CARE PHARMACY #9827 (NC),2,1,0.3611,26.0,Alternative Supplier,Labor Strike,Consumer Goods
590,HIKMA PHARMACEUTICALS,QUALITY CARE PHARMACY #9827 (NC),2,2,0.4034,21.0,Alternative Supplier,Labor Strike,Consumer Goods
590,HIKMA PHARMACEUTICALS,QUALITY CARE PHARMACY #9827 (NC),2,3,0.4107,103.0,Alternative Supplier,Labor Strike,Consumer Goods
591,ACTAVIS PHARMA INC,MEDICO PHARMACY #8908 (WV),2,1,0.661,141.0,Alternative Supplier,Labor Strike,Electronics
591,ACTAVIS PHARMA INC,MEDICO PHARMACY #8908 (WV),2,2,0.8882,96.0,Alternative Supplier,Labor Strike,Consumer Goods
591,ACTAVIS PHARMA INC,MEDICO PHARMACY #8908 (WV),2,3,0.969,128.0,Alternative Supplier,Labor Strike,Consumer Goods
592,SUN PHARMA GLOBAL INC,COMMUNITY PHARMACY #7481 (RI),2,1,0.6587,141.0,Alternative Supplier,Labor Strike,Electronics
592,SUN PHARMA GLOBAL INC,COMMUNITY PHARMACY #7481 (RI),2,2,0.886,96.0,Alternative Supplier,Labor Strike,Consumer Goods
592,SUN PHARMA GLOBAL INC,COMMUNITY PHARMACY #7481 (RI),2,3,0.9619,128.0,Alternative Supplier,Labor Strike,Consumer Goods
593,HIKMA PHARMACEUTICALS,HEALTH MART PHARMACY #9792 (MT),2,1,0.6629,141.0,Alternative Supplier,Labor Strike,Electronics
593,HIKMA PHARMACEUTICALS,HEALTH MART PHARMACY #9792 (MT),2,2,0.89,96.0,Alternative Supplier,Labor Strike,Consumer Goods
593,HIKMA PHARMACEUTICALS,HEALTH MART PHARMACY #9792 (MT),2,3,0.9745,128.0,Alternative Supplier,Labor Strike,Consumer Goods
594,PAR PHARMACEUTICAL INC,GOOD NEIGHBOR PHARMACY #3662 (AR),2,1,0.1928,68.0,Alternative Supplier,Labor Strike,Consumer Goods
594,PAR PHARMACEUTICAL INC,GOOD NEIGHBOR PHARMACY #3662 (AR),2,2,0.3768,115.0,Alternative Supplier,Geopolitical,Consumer Goods
594,PAR PHARMACEUTICAL INC,GOOD NEIGHBOR PHARMACY #3662 (AR),2,3,0.3866,32.0,Alternative Supplier,Geopolitical,Consumer Goods
595,SUN PHARMA GLOBAL INC,HOMETOWN PHARMACY #3845 (WY),2,1,0.661,141.0,Alternative Supplier,Labor Strike,Electronics
595,SUN PHARMA GLOBAL INC,HOMETOWN PHARMACY #3845 (WY),2,2,0.8882,96.0,Alternative Supplier,Labor Strike,Consumer Goods
595,SUN PHARMA GLOBAL INC,HOMETOWN PHARMACY #3845 (WY),2,3,0.969,128.0,Alternative Supplier,Labor Strike,Consumer Goods
596,SANDOZ INC,TUG VALLEY PHARMACY #1 (WV),2,1,0.1978,19.0,Alternative Supplier,Labor Strike,Consumer Goods
596,SANDOZ INC,TUG VALLEY PHARMACY #1 (WV),2,2,0.1998,115.0,Alternative Supplier,Labor Strike,Consumer Goods
596,SANDOZ INC,TUG VALLEY PHARMACY #1 (WV),2,3,0.3762,246.0,Alternative Supplier,Geopolitical,Consumer Goods
597,WATSON LABORATORIES INC,SUNRISE PHARMACY #9115 (NC),2,1,0.2748,54.0,Alternative Supplier,Labor Strike,Consumer Goods
597,WATSON LABORATORIES INC,SUNRISE PHARMACY #9115 (NC),2,2,0.311,29.0,Alternative Supplier,Labor Strike,Consumer Goods
597,WATSON LABORATORIES INC,SUNRISE PHARMACY #9115 (NC),2,3,0.3359,52.0,Alternative Supplier,Labor Strike,Consumer Goods
598,VINTAGE PHARMACEUTICALS LLC,WALMART PHARMACY #2169 (FL),2,1,0.6558,141.0,Alternative Supplier,Labor Strike,Electronics
598,VINTAGE PHARMACEUTICALS LLC,WALMART PHARMACY #2169 (FL),2,2,0.8834,96.0,Alternative Supplier,Labor Strike,Consumer Goods
598,VINTAGE PHARMACEUTICALS LLC,WALMART PHARMACY #2169 (FL),2,3,0.9517,128.0,Alternative Supplier,Labor Strike,Consumer Goods
599,LANNETT COMPANY INC,GOOD NEIGHBOR PHARMACY #9366 (NM),2,1,0.6632,141.0,Alternative Supplier,Labor Strike,Electronics
599,LANNETT COMPANY INC,GOOD NEIGHBOR PHARMACY #9366 (NM),2,2,0.8903,96.0,Alternative Supplier,Labor Strike,Consumer Goods
599,LANNETT COMPANY INC,GOOD NEIGHBOR PHARMACY #9366 (NM),2,3,0.9754,128.0,Alternative Supplier,Labor Strike,Consumer Goods
600,ABBOTT LABORATORIES,MEDICO PHARMACY #7590 (OH),2,1,0.2748,54.0,Alternative Supplier,Labor Strike,Consumer Goods
600,ABBOTT LABORATORIES,MEDICO PHARMACY #7590 (OH),2,2,0.311,29.0,Alternative Supplier,Labor Strike,Consumer Goods
600,ABBOTT LABORATORIES,MEDICO PHARMACY #7590 (OH),2,3,0.3359,52.0,Alternative Supplier,Labor Strike,Consumer Goods
601,SUN PHARMA GLOBAL INC,RITE AID #6097 (TX),2,1,0.1928,68.0,Alternative Supplier,Labor Strike,Consumer Goods
601,SUN PHARMA GLOBAL INC,RITE AID #6097 (TX),2,2,0.3768,115.0,Alternative Supplier,Geopolitical,Consumer Goods
601,SUN PHARMA GLOBAL INC,RITE AID #6097 (TX),2,3,0.3866,32.0,Alternative Supplier,Geopolitical,Consumer Goods
602,TEVA PHARMACEUTICALS USA INC,COMMUNITY PHARMACY #9946 (SC),2,1,0.1928,68.0,Alternative Supplier,Labor Strike,Consumer Goods
602,TEVA PHARMACEUTICALS USA INC,COMMUNITY PHARMACY #9946 (SC),2,2,0.3768,115.0,Alternative Supplier,Geopolitical,Consumer Goods
602,TEVA PHARMACEUTICALS USA INC,COMMUNITY PHARMACY #9946 (SC),2,3,0.3866,32.0,Alternative Supplier,Geopolitical,Consumer Goods
603,AMNEAL PHARMACEUTICALS LLC,WALGREENS #3068 (MD),2,1,0.1928,68.0,Alternative Supplier,Labor Strike,Consumer Goods
603,AMNEAL PHARMACEUTICALS LLC,WALGREENS #3068 (MD),2,2,0.3768,115.0,Alternative Supplier,Geopolitical,Consumer Goods
603,AMNEAL PHARMACEUTICALS LLC,WALGREENS #3068 (MD),2,3,0.3866,32.0,Alternative Supplier,Geopolitical,Consumer Goods
604,MALLINCKRODT LLC,CVS PHARMACY #3972 (IA),2,1,0.6647,141.0,Alternative Supplier,Labor Strike,Electronics
604,MALLINCKRODT LLC,CVS PHARMACY #3972 (IA),2,2,0.8917,96.0,Alternative Supplier,Labor Strike,Consumer Goods
604,MALLINCKRODT LLC,CVS PHARMACY #3972 (IA),2,3,0.9796,128.0,Alternative Supplier,Labor Strike,Consumer Goods
605,PURDUE PHARMA LP,PEOPLES PHARMACY #8586 (NM),2,1,0.1928,68.0,Alternative Supplier,Labor Strike,Consumer Goods
605,PURDUE PHARMA LP,PEOPLES PHARMACY #8586 (NM),2,2,0.3768,115.0,Alternative Supplier,Geopolitical,Consumer Goods
605,PURDUE PHARMA LP,PEOPLES PHARMACY #8586 (NM),2,3,0.3866,32.0,Alternative Supplier,Geopolitical,Consumer Goods
606,SUN PHARMA GLOBAL INC,MEDICO PHARMACY #4308 (TN),2,1,0.3614,26.0,Alternative Supplier,Labor Strike,Consumer Goods
606,SUN PHARMA GLOBAL INC,MEDICO PHARMACY #4308 (TN),2,2,0.4081,21.0,Alternative Supplier,Labor Strike,Consumer Goods
606,SUN PHARMA GLOBAL INC,MEDICO PHARMACY #4308 (TN),2,3,0.4158,103.0,Alternative Supplier,Labor Strike,Consumer Goods
607,PAR PHARMACEUTICAL INC,TUG VALLEY PHARMACY #1 (WV),2,1,0.2596,115.0,Alternative Supplier,Labor Strike,Consumer Goods
607,PAR PHARMACEUTICAL INC,TUG VALLEY PHARMACY #1 (WV),2,2,0.2657,19.0,Alternative Supplier,Labor Strike,Consumer Goods
607,PAR PHARMACEUTICAL INC,TUG VALLEY PHARMACY #1 (WV),2,3,0.3275,68.0,Alternative Supplier,Labor Strike,Consumer Goods
608,MYLAN PHARMACEUTICALS INC,KROGER PHARMACY #1424 (MD),2,1,0.6625,141.0,Alternative Supplier,Labor Strike,Electronics
608,MYLAN PHARMACEUTICALS INC,KROGER PHARMACY #1424 (MD),2,2,0.8896,96.0,Alternative Supplier,Labor Strike,Consumer Goods
608,MYLAN PHARMACEUTICALS INC,KROGER PHARMACY #1424 (MD),2,3,0.9734,128.0,Alternative Supplier,Labor Strike,Consumer Goods
609,WATSON LABORATORIES INC,MEDICO PHARMACY #2040 (AL),2,1,0.1928,68.0,Alternative Supplier,Labor Strike,Consumer Goods
609,WATSON LABORATORIES INC,MEDICO PHARMACY #2040 (AL),2,2,0.3768,115.0,Alternative Supplier,Geopolitical,Consumer Goods
609,WATSON LABORATORIES INC,MEDICO PHARMACY #2040 (AL),2,3,0.3866,32.0,Alternative Supplier,Geopolitical,Consumer Goods
610,SANDOZ INC,SUNRISE PHARMACY #9171 (MI),2,1,0.2224,54.0,Alternative Supplier,Labor Strike,Consumer Goods
610,SANDOZ INC,SUNRISE PHARMACY #9171 (MI),2,2,0.2458,29.0,Alternative Supplier,Labor Strike,Consumer Goods
610,SANDOZ INC,SUNRISE PHARMACY #9171 (MI),2,3,0.263,52.0,Alternative Supplier,Labor Strike,Consumer Goods
611,HIKMA PHARMACEUTICALS,HOMETOWN PHARMACY #2676 (VT),2,1,0.6617,141.0,Alternative Supplier,Labor Strike,Electronics
611,HIKMA PHARMACEUTICALS,HOMETOWN PHARMACY #2676 (VT),2,2,0.8889,96.0,Alternative Supplier,Labor Strike,Consumer Goods
611,HIKMA PHARMACEUTICALS,HOMETOWN PHARMACY #2676 (VT),2,3,0.9711,128.0,Alternative Supplier,Labor Strike,Consumer Goods
612,SANDOZ INC,FAMILY CARE PHARMACY #6857 (WV),2,1,0.2748,54.0,Alternative Supplier,Labor Strike,Consumer Goods
612,SANDOZ INC,FAMILY CARE PHARMACY #6857 (WV),2,2,0.311,29.0,Alternative Supplier,Labor Strike,Consumer Goods
612,SANDOZ INC,FAMILY CARE PHARMACY #6857 (WV),2,3,0.3359,52.0,Alternative Supplier,Labor Strike,Consumer Goods
613,IMPAX LABORATORIES INC,SUNRISE PHARMACY #9254 (IN),2,1,0.3614,26.0,Alternative Supplier,Labor Strike,Consumer Goods
613,IMPAX LABORATORIES INC,SUNRISE PHARMACY #9254 (IN),2,2,0.4075,21.0,Alternative Supplier,Labor Strike,Consumer Goods
613,IMPAX LABORATORIES INC,SUNRISE PHARMACY #9254 (IN),2,3,0.4151,103.0,Alternative Supplier,Labor Strike,Consumer Goods
614,QUALITEST PHARMACEUTICALS,RITE AID #9791 (OH),2,1,0.3611,26.0,Alternative Supplier,Labor Strike,Consumer Goods
614,QUALITEST PHARMACEUTICALS,RITE AID #9791 (OH),2,2,0.4033,21.0,Alternative Supplier,Labor Strike,Consumer Goods
614,QUALITEST PHARMACEUTICALS,RITE AID #9791 (OH),2,3,0.4107,103.0,Alternative Supplier,Labor Strike,Consumer Goods
615,VINTAGE PHARMACEUTICALS LLC,FAMILY CARE PHARMACY #2188 (AR),2,1,0.6622,141.0,Alternative Supplier,Labor Strike,Electronics
615,VINTAGE PHARMACEUTICALS LLC,FAMILY CARE PHARMACY #2188 (AR),2,2,0.8893,96.0,Alternative Supplier,Labor Strike,Consumer Goods
615,VINTAGE PHARMACEUTICALS LLC,FAMILY CARE PHARMACY #2188 (AR),2,3,0.9724,128.0,Alternative Supplier,Labor Strike,Consumer Goods
616,WATSON LABORATORIES INC,TUG VALLEY PHARMACY #1 (WV),2,1,0.2109,68.0,Alternative Supplier,Labor Strike,Consumer Goods
616,WATSON LABORATORIES INC,TUG VALLEY PHARMACY #1 (WV),2,2,0.3787,97.0,Alternative Supplier,Geopolitical,Consumer Goods
616,WATSON LABORATORIES INC,TUG VALLEY PHARMACY #1 (WV),2,3,0.4012,115.0,Alternative Supplier,Geopolitical,Consumer Goods
617,IMPAX LABORATORIES INC,PEOPLES PHARMACY #8432 (IL),2,1,0.6612,141.0,Alternative Supplier,Labor Strike,Electronics
617,IMPAX LABORATORIES INC,PEOPLES PHARMACY #8432 (IL),2,2,0.8884,96.0,Alternative Supplier,Labor Strike,Consumer Goods
617,IMPAX LABORATORIES INC,PEOPLES PHARMACY #8432 (IL),2,3,0.9696,128.0,Alternative Supplier,Labor Strike,Consumer Goods
618,ENDO PHARMACEUTICALS INC,QUALITY CARE PHARMACY #5333 (AL),2,1,0.6635,141.0,Alternative Supplier,Labor Strike,Electronics
618,ENDO PHARMACEUTICALS INC,QUALITY CARE PHARMACY #5333 (AL),2,2,0.8905,96.0,Alternative Supplier,Labor Strike,Consumer Goods
618,ENDO PHARMACEUTICALS INC,QUALITY CARE PHARMACY #5333 (AL),2,3,0.9761,128.0,Alternative Supplier,Labor Strike,Consumer Goods
619,ACTAVIS PHARMA INC,PEOPLES PHARMACY #9592 (NE),2,1,0.6811,141.0,Alternative Supplier,Labor Strike,Electronics
619,ACTAVIS PHARMA INC,PEOPLES PHARMACY #9592 (NE),2,2,0.9075,96.0,Alternative Supplier,Labor Strike,Consumer Goods
619,ACTAVIS PHARMA INC,PEOPLES PHARMACY #9592 (NE),2,3,1.0184,128.0,Alternative Supplier,Labor Strike,Consumer Goods
620,MALLINCKRODT LLC,VILLAGE PHARMACY #4187 (VT),2,1,0.1928,68.0,Alternative Supplier,Labor Strike,Consumer Goods
620,MALLINCKRODT LLC,VILLAGE PHARMACY #4187 (VT),2,2,0.3768,115.0,Alternative Supplier,Geopolitical,Consumer Goods
620,MALLINCKRODT LLC,VILLAGE PHARMACY #4187 (VT),2,3,0.3866,32.0,Alternative Supplier,Geopolitical,Consumer Goods
621,CADISTA PHARMACEUTICALS INC,KROGER PHARMACY #2481 (PA),2,1,0.3623,26.0,Alternative Supplier,Labor Strike,Consumer Goods
621,CADISTA PHARMACEUTICALS INC,KROGER PHARMACY #2481 (PA),2,2,0.416,21.0,Alternative Supplier,Labor Strike,Consumer Goods
621,CADISTA PHARMACEUTICALS INC,KROGER PHARMACY #2481 (PA),2,3,0.4243,103.0,Alternative Supplier,Labor Strike,Consumer Goods
622,QUALITEST PHARMACEUTICALS,HOMETOWN PHARMACY #2667 (NY),2,1,0.6651,141.0,Alternative Supplier,Labor Strike,Electronics
622,QUALITEST PHARMACEUTICALS,HOMETOWN PHARMACY #2667 (NY),2,2,0.892,96.0,Alternative Supplier,Labor Strike,Consumer Goods
622,QUALITEST PHARMACEUTICALS,HOMETOWN PHARMACY #2667 (NY),2,3,0.9804,128.0,Alternative Supplier,Labor Strike,Consumer Goods
623,JANSSEN PHARMACEUTICALS INC,GOOD NEIGHBOR PHARMACY #1710 (IN),2,1,0.3615,26.0,Alternative Supplier,Labor Strike,Consumer Goods
623,JANSSEN PHARMACEUTICALS INC,GOOD NEIGHBOR PHARMACY #1710 (IN),2,2,0.4093,21.0,Alternative Supplier,Labor Strike,Consumer Goods
623,JANSSEN PHARMACEUTICALS INC,GOOD NEIGHBOR PHARMACY #1710 (IN),2,3,0.4171,103.0,Alternative Supplier,Labor Strike,Consumer Goods
624,JANSSEN PHARMACEUTICALS INC,GOOD NEIGHBOR PHARMACY #1948 (OH),2,1,0.2748,54.0,Alternative Supplier,Labor Strike,Consumer Goods
624,JANSSEN PHARMACEUTICALS INC,GOOD NEIGHBOR PHARMACY #1948 (OH),2,2,0.311,29.0,Alternative Supplier,Labor Strike,Consumer Goods
624,JANSSEN PHARMACEUTICALS INC,GOOD NEIGHBOR PHARMACY #1948 (OH),2,3,0.3359,52.0,Alternative Supplier,Labor Strike,Consumer Goods
625,PAR PHARMACEUTICAL INC,CORNER DRUG STORE #6876 (IL),2,1,0.2748,54.0,Alternative Supplier,Labor Strike,Consumer Goods
625,PAR PHARMACEUTICAL INC,CORNER DRUG STORE #6876 (IL),2,2,0.311,29.0,Alternative Supplier,Labor Strike,Consumer Goods
625,PAR PHARMACEUTICAL INC,CORNER DRUG STORE #6876 (IL),2,3,0.3359,52.0,Alternative Supplier,Labor Strike,Consumer Goods
626,IMPAX LABORATORIES INC,HEALTH MART PHARMACY #9954 (OR),2,1,0.6612,141.0,Alternative Supplier,Labor Strike,Electronics
626,IMPAX LABORATORIES INC,HEALTH MART PHARMACY #9954 (OR),2,2,0.8883,96.0,Alternative Supplier,Labor Strike,Consumer Goods
626,IMPAX LABORATORIES INC,HEALTH MART PHARMACY #9954 (OR),2,3,0.9695,128.0,Alternative Supplier,Labor Strike,Consumer Goods
627,WATSON LABORATORIES INC,SUNRISE PHARMACY #3110 (PA),2,1,0.2748,54.0,Alternative Supplier,Labor Strike,Consumer Goods
627,WATSON LABORATORIES INC,SUNRISE PHARMACY #3110 (PA),2,2,0.311,29.0,Alternative Supplier,Labor Strike,Consumer Goods
627,WATSON LABORATORIES INC,SUNRISE PHARMACY #3110 (PA),2,3,0.3359,52.0,Alternative Supplier,Labor Strike,Consumer Goods
628,JANSSEN PHARMACEUTICALS INC,WALGREENS #4750 (AK),2,1,0.6609,141.0,Alternative Supplier,Labor Strike,Electronics
628,JANSSEN PHARMACEUTICALS INC,WALGREENS #4750 (AK),2,2,0.8881,96.0,Alternative Supplier,Labor Strike,Consumer Goods
628,JANSSEN PHARMACEUTICALS INC,WALGREENS #4750 (AK),2,3,0.9688,128.0,Alternative Supplier,Labor Strike,Consumer Goods
629,VINTAGE PHARMACEUTICALS LLC,PEOPLES PHARMACY #7179 (NH),2,1,0.2748,54.0,Alternative Supplier,Labor Strike,Consumer Goods
629,VINTAGE PHARMACEUTICALS LLC,PEOPLES PHARMACY #7179 (NH),2,2,0.311,29.0,Alternative Supplier,Labor Strike,Consumer Goods
629,VINTAGE PHARMACEUTICALS LLC,PEOPLES PHARMACY #7179 (NH),2,3,0.3359,52.0,Alternative Supplier,Labor Strike,Consumer Goods
630,PURDUE PHARMA LP,CVS PHARMACY #7625 (PA),2,1,0.2748,54.0,Alternative Supplier,Labor Strike,Consumer Goods
630,PURDUE PHARMA LP,CVS PHARMACY #7625 (PA),2,2,0.311,29.0,Alternative Supplier,Labor Strike,Consumer Goods
630,PURDUE PHARMA LP,CVS PHARMACY #7625 (PA),2,3,0.3359,52.0,Alternative Supplier,Labor Strike,Consumer Goods
631,SANDOZ INC,PUBLIX PHARMACY #5505 (PA),2,1,0.1963,54.0,Alternative Supplier,Labor Strike,Consumer Goods
631,SANDOZ INC,PUBLIX PHARMACY #5505 (PA),2,2,0.2079,29.0,Alternative Supplier,Labor Strike,Consumer Goods
631,SANDOZ INC,PUBLIX PHARMACY #5505 (PA),2,3,0.2181,52.0,Alternative Supplier,Labor Strike,Consumer Goods
632,LANNETT COMPANY INC,KROGER PHARMACY #7609 (WI),2,1,0.1928,68.0,Alternative Supplier,Labor Strike,Consumer Goods
632,LANNETT COMPANY INC,KROGER PHARMACY #7609 (WI),2,2,0.3768,115.0,Alternative Supplier,Geopolitical,Consumer Goods
632,LANNETT COMPANY INC,KROGER PHARMACY #7609 (WI),2,3,0.3866,32.0,Alternative Supplier,Geopolitical,Consumer Goods
633,HIKMA PHARMACEUTICALS,WINN-DIXIE PHARMACY #4241 (FL),2,1,0.1928,68.0,Alternative Supplier,Labor Strike,Consumer Goods
633,HIKMA PHARMACEUTICALS,WINN-DIXIE PHARMACY #4241 (FL),2,2,0.3768,115.0,Alternative Supplier,Geopolitical,Consumer Goods
