entity,type,in_volume,out_volume,in_degree,out_degree,total_transactions,betweenness_centrality,pagerank,composite_risk
HEALTH MART PHARMACY #8084 (WA),retailer,49287.0,0.0,9,0,10,0.0,0.0004738689723954398,0.13869305176168134
FAMILY CARE PHARMACY #8739 (NM),retailer,44880.0,0.0,9,0,12,0.0,0.00047355595868559306,0.13861627184649497
GOOD NEIGHBOR PHARMACY #5790 (MN),retailer,38546.0,0.0,9,0,11,0.0,0.00047040364138448674,0.13784303205729231
SUNRISE PHARMACY #9718 (HI),retailer,28917.0,0.0,9,0,12,0.0,0.0004685698694388972,0.1373932215537127
CORNER DRUG STORE #5404 (NE),retailer,31062.0,0.0,9,0,17,0.0,0.00046849920522518286,0.1373758881521235
SUNRISE PHARMACY #9599 (CT),retailer,31811.0,0.0,9,0,16,0.0,0.00046845858968697557,0.13736592546524842
HOMETOWN PHARMACY #3142 (FL),retailer,26674.0,0.0,9,0,14,0.0,0.00046781420088744545,0.137207861726126
PEOPLES PHARMACY #6284 (NH),retailer,26973.0,0.0,9,0,18,0.0,0.00046773759883389287,0.13718907181696277
CORNER DRUG STORE #8437 (OK),retailer,26095.0,0.0,9,0,12,0.0,0.0004676231417999286,0.13716099636504545
VILLAGE PHARMACY #2291 (AK),retailer,28739.0,0.0,9,0,14,0.0,0.00046759507028325584,0.1371541106325632
COMMUNITY PHARMACY #9849 (AK),retailer,27992.0,0.0,9,0,12,0.0,0.0004674424920702305,0.13711668434135982
WINN-DIXIE PHARMACY #4828 (HI),retailer,27517.0,0.0,9,0,10,0.0,0.0004673766814009748,0.13710054147782108
HOMETOWN PHARMACY #8574 (OR),retailer,27729.0,0.0,9,0,11,0.0,0.0004673507343600177,0.1370941768632967
RITE AID #1732 (OR),retailer,26788.0,0.0,9,0,11,0.0,0.00046730799612658316,0.1370836934952042
WALGREENS #1013 (NH),retailer,24483.0,0.0,9,0,13,0.0,0.00046729369096042817,0.13708018454524593
CORNER DRUG STORE #9113 (HI),retailer,24317.0,0.0,9,0,11,0.0,0.0004672318636159522,0.1370650187613977
WALGREENS #2438 (VT),retailer,25036.0,0.0,9,0,12,0.0,0.0004671937666934582,0.1370556738720656
WALGREENS #5730 (AR),retailer,27027.0,0.0,9,0,12,0.0,0.0004671897888784016,0.13705469814386884
WINN-DIXIE PHARMACY #1281 (AZ),retailer,24827.0,0.0,9,0,14,0.0,0.00046712245421509765,0.13703818145602117
HEALTH MART PHARMACY #6716 (UT),retailer,26527.0,0.0,9,0,17,0.0,0.00046710780061631985,0.13703458703815402
MAIN STREET PHARMACY #6958 (DE),retailer,24513.0,0.0,9,0,15,0.0,0.00046708457299957253,0.13702888947799055
HEALTH MART PHARMACY #8336 (NE),retailer,25518.0,0.0,9,0,15,0.0,0.0004669044359482657,0.13698470321046882
QUALITY CARE PHARMACY #9990 (HI),retailer,25795.0,0.0,9,0,13,0.0,0.00046689208181401764,0.1369816728340031
WALGREENS #7427 (WY),retailer,25592.0,0.0,9,0,11,0.0,0.00046673628205100607,0.13694345632075217
VILLAGE PHARMACY #6515 (MT),retailer,25635.0,0.0,9,0,12,0.0,0.00046673117564951155,0.13694220375876742
WALGREENS #9353 (NM),retailer,23375.0,0.0,9,0,11,0.0,0.0004666818647130696,0.13693010815592743
WINN-DIXIE PHARMACY #4020 (CT),retailer,25488.0,0.0,9,0,16,0.0,0.00046666426641568936,0.1369257914255806
HEALTH MART PHARMACY #1722 (WY),retailer,25359.0,0.0,9,0,12,0.0,0.0004665383029316314,0.13689489352776235
CORNER DRUG STORE #1656 (DE),retailer,21972.0,0.0,9,0,11,0.0,0.00046652005723402855,0.13689041799499688
HARRIS TEETER PHARMACY #5699 (AZ),retailer,25026.0,0.0,9,0,12,0.0,0.00046651633743426027,0.13688950555601503
VILLAGE PHARMACY #3997 (AL),retailer,22775.0,0.0,9,0,11,0.0,0.0004665069795137081,0.13688721012829505
GOOD NEIGHBOR PHARMACY #7379 (WA),retailer,24279.0,0.0,9,0,11,0.0,0.0004662094727819692,0.13681423395852452
HEALTH MART PHARMACY #8093 (UT),retailer,22784.0,0.0,9,0,11,0.0,0.0004660347387974408,0.13677137302275644
QUALITY CARE PHARMACY #7383 (VT),retailer,23014.0,0.0,9,0,10,0.0,0.0004659485841613716,0.13675023993675345
COMMUNITY PHARMACY #3160 (TX),retailer,23641.0,0.0,9,0,14,0.0,0.0004659411220141839,0.13674840952802006
MAIN STREET PHARMACY #6902 (ID),retailer,23208.0,0.0,9,0,12,0.0,0.000465886887584536,0.13673510622922658
PUBLIX PHARMACY #1993 (CO),retailer,22003.0,0.0,9,0,13,0.0,0.0004656401118696805,0.1366745739973766
WINN-DIXIE PHARMACY #5416 (AL),retailer,21606.0,0.0,9,0,14,0.0,0.0004653845964554626,0.13661189798282738
MEDICO PHARMACY #4770 (MT),retailer,19546.0,0.0,9,0,14,0.0,0.00046488944093460937,0.1364904400476022
MAIN STREET PHARMACY #7377 (IA),retailer,24402.0,0.0,9,0,13,0.0,0.0004648549772154021,0.13648198635578454
GOOD NEIGHBOR PHARMACY #5811 (MT),retailer,23589.0,0.0,9,0,11,0.0,0.00046452663072977694,0.13640144542570712
HARRIS TEETER PHARMACY #8566 (DE),retailer,23587.0,0.0,9,0,13,0.0,0.0004645150592081131,0.13639860701823814
VILLAGE PHARMACY #2361 (VT),retailer,14571.0,0.0,9,0,11,0.0,0.00046362401405828263,0.13618004032649578
MAIN STREET PHARMACY #8201 (MO),retailer,15446.0,0.0,9,0,11,0.0,0.0004636218307774575,0.13617950478408564
HEALTH MART PHARMACY #6354 (SC),retailer,15076.0,0.0,9,0,15,0.0,0.0004635389869854144,0.13615918382328843
CVS PHARMACY #2897 (TX),retailer,13981.0,0.0,9,0,14,0.0,0.00046352002023091957,0.13615453142067582
HARRIS TEETER PHARMACY #4512 (NV),retailer,14360.0,0.0,9,0,11,0.0,0.00046342999909635086,0.13613244991159257
GOOD NEIGHBOR PHARMACY #2153 (ND),retailer,14436.0,0.0,9,0,17,0.0,0.0004632517137421208,0.13608871785147464
HARRIS TEETER PHARMACY #8439 (MD),retailer,12504.0,0.0,9,0,12,0.0,0.0004627501813482762,0.135965695717136
FAMILY CARE PHARMACY #8225 (OR),retailer,12234.0,0.0,9,0,18,0.0,0.0004627483447422599,0.13596524521145611
WALGREENS #5297 (MT),retailer,11480.0,0.0,9,0,10,0.0,0.00046268040366010825,0.13594857977361371
GOOD NEIGHBOR PHARMACY #6549 (CO),retailer,11880.0,0.0,9,0,15,0.0,0.00046255851921147136,0.13591868243258842
WINN-DIXIE PHARMACY #6602 (OR),retailer,11115.0,0.0,9,0,15,0.0,0.00046250386858531404,0.13590527704391298
HOMETOWN PHARMACY #7981 (TX),retailer,11360.0,0.0,9,0,13,0.0,0.0004624293133825288,0.13588698921189005
COMMUNITY PHARMACY #2272 (ND),retailer,11544.0,0.0,9,0,17,0.0,0.00046241222580244715,0.13588279775666576
COMMUNITY PHARMACY #3234 (AK),retailer,10680.0,0.0,9,0,11,0.0,0.00046240312085322625,0.13588056438091586
HARRIS TEETER PHARMACY #5904 (ID),retailer,11162.0,0.0,9,0,14,0.0,0.00046233951464718184,0.13586496225566772
FAMILY CARE PHARMACY #5938 (AK),retailer,10183.0,0.0,9,0,11,0.0,0.0004623143494143162,0.13585878941280402
FAMILY CARE PHARMACY #5139 (NM),retailer,10724.0,0.0,9,0,14,0.0,0.00046228549906503804,0.13585171263852547
WINN-DIXIE PHARMACY #3576 (NM),retailer,11079.0,0.0,9,0,10,0.0,0.0004622645922777519,0.13584658436042088
KROGER PHARMACY #7669 (MO),retailer,10620.0,0.0,9,0,14,0.0,0.00046213500473685974,0.13581479750864436
PEOPLES PHARMACY #5096 (IA),retailer,10379.0,0.0,9,0,12,0.0,0.00046210000948729166,0.1358062134364161
FAMILY CARE PHARMACY #5054 (CO),retailer,10017.0,0.0,9,0,12,0.0,0.0004619394735162847,0.13576683516686902
FAMILY CARE PHARMACY #8450 (CO),retailer,9171.0,0.0,9,0,14,0.0,0.00046185145850629315,0.1357452457450971
QUALITY CARE PHARMACY #6071 (NY),retailer,9470.0,0.0,9,0,14,0.0,0.0004617721908850314,0.13572580199216858
WINN-DIXIE PHARMACY #2264 (WI),retailer,9266.0,0.0,9,0,18,0.0,0.00046172342564923654,0.13571384024560418
HARRIS TEETER PHARMACY #1257 (MS),retailer,8575.0,0.0,9,0,10,0.0,0.0004617097592849732,0.1357104879889584
WINN-DIXIE PHARMACY #7875 (TX),retailer,8622.0,0.0,9,0,13,0.0,0.0004616390853040521,0.13569315219154665
MAIN STREET PHARMACY #7155 (VT),retailer,8664.0,0.0,9,0,11,0.0,0.0004616294972897521,0.1356908003235562
WINN-DIXIE PHARMACY #9978 (OR),retailer,8811.0,0.0,9,0,17,0.0,0.00046162882069112146,0.13569063435898712
HOMETOWN PHARMACY #3545 (SD),retailer,8939.0,0.0,9,0,13,0.0,0.00046157534093743577,0.13567751617654653
MEDICO PHARMACY #3597 (MD),retailer,8438.0,0.0,9,0,13,0.0,0.00046151118234917277,0.13566177855608344
QUALITY CARE PHARMACY #7550 (KS),retailer,8397.0,0.0,9,0,13,0.0,0.00046150732898439116,0.13566083335460566
QUALITY CARE PHARMACY #8428 (ID),retailer,8662.0,0.0,9,0,12,0.0,0.00046146969654246183,0.1356516023988721
WINN-DIXIE PHARMACY #2438 (MT),retailer,8417.0,0.0,9,0,14,0.0,0.00046145530781604305,0.1356480729522079
PUBLIX PHARMACY #2993 (RI),retailer,7839.0,0.0,9,0,15,0.0,0.00046145112872337466,0.1356470478521227
COMMUNITY PHARMACY #1716 (UT),retailer,7870.0,0.0,9,0,14,0.0,0.00046138927487234633,0.135631875566416
MAIN STREET PHARMACY #9827 (NH),retailer,7972.0,0.0,9,0,11,0.0,0.0004613277748992696,0.13561679008431649
RITE AID #2572 (MD),retailer,7729.0,0.0,9,0,16,0.0,0.00046130665309486853,0.1356116090641264
PEOPLES PHARMACY #7736 (HI),retailer,7566.0,0.0,9,0,10,0.0,0.0004612752375195711,0.13560390305914644
HARRIS TEETER PHARMACY #4161 (CA),retailer,7673.0,0.0,9,0,10,0.0,0.0004612305813544345,0.13559294923679338
WINN-DIXIE PHARMACY #3033 (TX),retailer,7727.0,0.0,9,0,14,0.0,0.00046118615330991206,0.13558205137071588
HEALTH MART PHARMACY #9773 (SD),retailer,7746.0,0.0,9,0,12,0.0,0.00046118186903479954,0.13558100047016608
RITE AID #9117 (NY),retailer,6921.0,0.0,9,0,12,0.0,0.0004611701561339308,0.13557812738343858
PUBLIX PHARMACY #6713 (MA),retailer,7135.0,0.0,9,0,11,0.0,0.00046115290704133,0.1355738963104048
CVS PHARMACY #5284 (WA),retailer,7467.0,0.0,9,0,15,0.0,0.0004611293114807678,0.1355681084963834
PEOPLES PHARMACY #8239 (WY),retailer,6927.0,0.0,9,0,11,0.0,0.0004610883385924273,0.13555805815420108
SUNRISE PHARMACY #8545 (UT),retailer,6869.0,0.0,9,0,14,0.0,0.00046104716704078856,0.1355479590814018
COMMUNITY PHARMACY #9384 (NH),retailer,6677.0,0.0,9,0,10,0.0,0.00046102303613098673,0.13554203995022746
WALMART PHARMACY #9631 (NE),retailer,7165.0,0.0,9,0,15,0.0,0.00046101811441070573,0.13554083268915912
MAIN STREET PHARMACY #3121 (MN),retailer,6780.0,0.0,9,0,9,0.0,0.0004609866408893315,0.1355331124704412
CVS PHARMACY #5669 (TX),retailer,6902.0,0.0,9,0,13,0.0,0.0004609749107130922,0.13553023514619486
WALGREENS #5783 (DE),retailer,6924.0,0.0,9,0,14,0.0,0.00046097134451004854,0.13552936038333746
CORNER DRUG STORE #7216 (CO),retailer,6779.0,0.0,9,0,10,0.0,0.00046095543228023475,0.1355254572327179
PEOPLES PHARMACY #8598 (TX),retailer,6128.0,0.0,9,0,13,0.0,0.0004608730087729337,0.13550523936461545
WALMART PHARMACY #2030 (GA),retailer,6756.0,0.0,9,0,14,0.0,0.00046085310912506066,0.13550035813025457
SUNRISE PHARMACY #8868 (TX),retailer,6656.0,0.0,9,0,9,0.0,0.00046083893071768525,0.13549688027327414
PUBLIX PHARMACY #9486 (MT),retailer,6270.0,0.0,9,0,14,0.0,0.00046082567320189364,0.1354936283040918
QUALITY CARE PHARMACY #7002 (NJ),retailer,6446.0,0.0,9,0,11,0.0,0.0004608057705623112,0.13548874633588706
PUBLIX PHARMACY #4345 (NM),retailer,6163.0,0.0,9,0,11,0.0,0.0004608045767828177,0.13548845351073155
MAIN STREET PHARMACY #7184 (NH),retailer,5997.0,0.0,9,0,14,0.0,0.0004607837037053512,0.13548333350139286
KROGER PHARMACY #1010 (TX),retailer,6158.0,0.0,9,0,12,0.0,0.00046075373140007055,0.13547598151972243
WALGREENS #4384 (NY),retailer,6187.0,0.0,9,0,10,0.0,0.000460743013454909,0.13547335248816697
WINN-DIXIE PHARMACY #9562 (MN),retailer,5988.0,0.0,9,0,10,0.0,0.00046074148539700734,0.1354729776670253
QUALITY CARE PHARMACY #7874 (CO),retailer,5913.0,0.0,9,0,11,0.0,0.0004607191884607939,0.13546750839581598
SUNRISE PHARMACY #8246 (MA),retailer,6549.0,0.0,9,0,12,0.0,0.00046070859588181437,0.13546491011564463
WINN-DIXIE PHARMACY #5663 (MD),retailer,5958.0,0.0,9,0,12,0.0,0.0004607049220423176,0.13546400895037264
HEALTH MART PHARMACY #6564 (NV),retailer,5865.0,0.0,9,0,11,0.0,0.0004606945009440286,0.13546145273312846
HARRIS TEETER PHARMACY #5940 (NM),retailer,5821.0,0.0,9,0,13,0.0,0.00046069294354900077,0.13546107071580976
HEALTH MART PHARMACY #7969 (NV),retailer,5664.0,0.0,9,0,10,0.0,0.00046068421211444607,0.13545892896040584
RITE AID #2387 (TX),retailer,5798.0,0.0,9,0,12,0.0,0.00046068237699782935,0.1354584788200645
KROGER PHARMACY #1627 (WY),retailer,5923.0,0.0,9,0,10,0.0,0.00046068102244688035,0.1354581465588769
QUALITY CARE PHARMACY #8648 (GA),retailer,5578.0,0.0,9,0,10,0.0,0.0004606765969431364,0.1354570610160031
CORNER DRUG STORE #4271 (CA),retailer,6051.0,0.0,9,0,17,0.0,0.0004606564943582912,0.13545213000272516
WALGREENS #7611 (WA),retailer,5547.0,0.0,9,0,11,0.0,0.00046062709490618314,0.13544491853764112
WALGREENS #7782 (CO),retailer,6020.0,0.0,9,0,11,0.0,0.0004606057738639029,0.13543968864589367
MEDICO PHARMACY #1111 (SC),retailer,5676.0,0.0,9,0,12,0.0,0.00046060204858176714,0.13543877486212821
MEDICO PHARMACY #3535 (ID),retailer,5726.0,0.0,9,0,13,0.0,0.00046060118160429935,0.13543856219905834
WALGREENS #2979 (FL),retailer,5498.0,0.0,9,0,16,0.0,0.0004605964003862729,0.13543738940213917
WALGREENS #7870 (SD),retailer,5497.0,0.0,9,0,12,0.0,0.00046058073911698396,0.13543354781025396
COMMUNITY PHARMACY #6880 (VT),retailer,5397.0,0.0,9,0,11,0.0,0.0004605758419303622,0.13543234656710823
GOOD NEIGHBOR PHARMACY #6877 (MS),retailer,5725.0,0.0,9,0,12,0.0,0.00046056857571524166,0.13543056421904126
HOMETOWN PHARMACY #1893 (NH),retailer,5421.0,0.0,9,0,12,0.0,0.00046055839677901477,0.1354280674023345
HARRIS TEETER PHARMACY #2154 (SC),retailer,5407.0,0.0,9,0,12,0.0,0.0004605529845822256,0.13542673983105769
HARRIS TEETER PHARMACY #3834 (MN),retailer,5401.0,0.0,9,0,11,0.0,0.000460535464199158,0.1354224422125073
CVS PHARMACY #3583 (NM),retailer,5485.0,0.0,9,0,12,0.0,0.0004605347027889895,0.1354222554443041
HEALTH MART PHARMACY #4870 (AR),retailer,5351.0,0.0,9,0,11,0.0,0.00046051044766832745,0.13541630584513742
VILLAGE PHARMACY #5841 (AL),retailer,5371.0,0.0,9,0,11,0.0,0.0004605003080604523,0.13541381867538035
MAIN STREET PHARMACY #3359 (NH),retailer,5191.0,0.0,9,0,14,0.0,0.00046047684292221605,0.13540806285297727
WINN-DIXIE PHARMACY #7794 (AZ),retailer,5299.0,0.0,9,0,13,0.0,0.0004604676779527092,0.13540581475470143
WINN-DIXIE PHARMACY #7956 (DE),retailer,4931.0,0.0,9,0,10,0.0,0.0004604636738895979,0.13540483258805372
PUBLIX PHARMACY #1146 (CO),retailer,5231.0,0.0,9,0,13,0.0,0.00046046100135649235,0.13540417703572893
FAMILY CARE PHARMACY #9198 (MS),retailer,4918.0,0.0,9,0,9,0.0,0.00046045458032233175,0.13540260200421195
MAIN STREET PHARMACY #7936 (WY),retailer,5155.0,0.0,9,0,10,0.0,0.00046044680334139345,0.135400694369121
WALMART PHARMACY #9301 (NH),retailer,5252.0,0.0,9,0,12,0.0,0.000460441863374081,0.13539948263219273
GOOD NEIGHBOR PHARMACY #7166 (WA),retailer,5021.0,0.0,9,0,10,0.0,0.00046043454255562815,0.1353976868903379
SUNRISE PHARMACY #1031 (MS),retailer,5073.0,0.0,9,0,11,0.0,0.0004604329623675818,0.13539729928206276
SUNRISE PHARMACY #3493 (MS),retailer,5109.0,0.0,9,0,12,0.0,0.0004604321718776788,0.1353971053808188
HOMETOWN PHARMACY #6032 (SC),retailer,5467.0,0.0,9,0,12,0.0,0.0004604282320272531,0.13539613896506122
QUALITY CARE PHARMACY #6423 (MN),retailer,5038.0,0.0,9,0,13,0.0,0.00046038848203001757,0.13538638858889435
QUALITY CARE PHARMACY #1232 (AZ),retailer,4871.0,0.0,9,0,11,0.0,0.0004603873737695479,0.13538611674091391
WALMART PHARMACY #5307 (MS),retailer,4896.0,0.0,9,0,10,0.0,0.0004603866073194938,0.1353859287364646
CVS PHARMACY #7158 (NE),retailer,4757.0,0.0,9,0,15,0.0,0.0004603679623598078,0.1353813552677049
HEALTH MART PHARMACY #5047 (TX),retailer,4835.0,0.0,9,0,9,0.0,0.0004603630992244334,0.13538016237707473
HOMETOWN PHARMACY #3177 (NH),retailer,4870.0,0.0,9,0,13,0.0,0.0004603593801490092,0.13537925011576907
HOMETOWN PHARMACY #8711 (MA),retailer,4683.0,0.0,9,0,10,0.0,0.000460351626277623,0.1353773481492779
HARRIS TEETER PHARMACY #6538 (IA),retailer,4858.0,0.0,9,0,12,0.0,0.0004603510866413291,0.1353772157805427
RITE AID #6631 (TX),retailer,4714.0,0.0,9,0,13,0.0,0.0004603318958400978,0.13537250842094617
CORNER DRUG STORE #1296 (AK),retailer,4648.0,0.0,9,0,9,0.0,0.00046033078031817987,0.13537223479178695
PEOPLES PHARMACY #1777 (OR),retailer,4789.0,0.0,9,0,11,0.0,0.0004603254380337046,0.13537092436947631
MAIN STREET PHARMACY #9676 (MN),retailer,4685.0,0.0,9,0,10,0.0,0.00046032511862402644,0.1353708460206781
QUALITY CARE PHARMACY #5504 (AZ),retailer,4613.0,0.0,9,0,11,0.0,0.0004603191531766777,0.1353693827411888
PUBLIX PHARMACY #9681 (MD),retailer,4810.0,0.0,9,0,9,0.0,0.0004603149904170773,0.13536836164748267
MAIN STREET PHARMACY #9305 (AZ),retailer,4815.0,0.0,9,0,13,0.0,0.0004603147984889262,0.1353683145689468
WALGREENS #7531 (NY),retailer,5004.0,0.0,9,0,13,0.0,0.00046030444581741145,0.13536577513627707
FAMILY CARE PHARMACY #6322 (RI),retailer,4719.0,0.0,9,0,11,0.0,0.00046029910822788385,0.1353644658656019
COMMUNITY PHARMACY #4316 (MA),retailer,4747.0,0.0,9,0,12,0.0,0.00046028970394324756,0.13536215906511986
HARRIS TEETER PHARMACY #4341 (MD),retailer,4730.0,0.0,9,0,10,0.0,0.00046028672594284145,0.1353614285839575
KROGER PHARMACY #2788 (ID),retailer,4575.0,0.0,9,0,10,0.0,0.0004602784679681357,0.13535940296470322
QUALITY CARE PHARMACY #1416 (WY),retailer,4525.0,0.0,9,0,12,0.0,0.0004602693930847581,0.13535717696387917
CVS PHARMACY #1738 (DE),retailer,4489.0,0.0,9,0,11,0.0,0.0004602637909865614,0.13535580281121146
SUNRISE PHARMACY #9786 (ID),retailer,4333.0,0.0,9,0,10,0.0,0.000460249123583894,0.13535220500735376
MAIN STREET PHARMACY #5871 (OR),retailer,5173.0,0.0,9,0,11,0.0,0.000460247256214509,0.13535174695565028
COMMUNITY PHARMACY #6124 (CA),retailer,4444.0,0.0,9,0,11,0.0,0.0004602227795965478,0.1353457430248575
VILLAGE PHARMACY #5606 (RI),retailer,4339.0,0.0,9,0,10,0.0,0.0004602133590061729,0.13534343222470008
COMMUNITY PHARMACY #8076 (MA),retailer,4879.0,0.0,9,0,11,0.0,0.00046021277308910905,0.13534328850363914
QUALITY CARE PHARMACY #3132 (HI),retailer,4576.0,0.0,9,0,11,0.0,0.00046019790802925424,0.13533964221595593
PEOPLES PHARMACY #1040 (WA),retailer,4766.0,0.0,9,0,11,0.0,0.00046019669155455734,0.13533934382383725
QUALITY CARE PHARMACY #4473 (GA),retailer,4188.0,0.0,9,0,9,0.0,0.0004601944052615681,0.13533878301331592
MEDICO PHARMACY #9929 (VT),retailer,4836.0,0.0,9,0,12,0.0,0.0004601755258984825,0.13533415204716048
HEALTH MART PHARMACY #1873 (IA),retailer,4154.0,0.0,9,0,10,0.0,0.00046012964988006923,0.13532289900394848
HARRIS TEETER PHARMACY #1935 (MT),retailer,4249.0,0.0,9,0,13,0.0,0.00046012429239941405,0.1353215848541289
WINN-DIXIE PHARMACY #5364 (SD),retailer,4174.0,0.0,9,0,12,0.0,0.0004601235679307924,0.1353214071474101
MEDICO PHARMACY #1779 (CO),retailer,4267.0,0.0,9,0,11,0.0,0.0004601107695934531,0.13531826781125794
MEDICO PHARMACY #5950 (CA),retailer,3962.0,0.0,9,0,12,0.0,0.00046010693651109383,0.13531732758490622
FAMILY CARE PHARMACY #2747 (SD),retailer,4571.0,0.0,9,0,12,0.0,0.0004601017859091152,0.13531606418087427
VILLAGE PHARMACY #2851 (TX),retailer,3893.0,0.0,9,0,10,0.0,0.00046009854192223835,0.1353152684552257
PUBLIX PHARMACY #6810 (WA),retailer,4134.0,0.0,9,0,11,0.0,0.00046009297282279573,0.13531390239690488
SUNRISE PHARMACY #2348 (RI),retailer,4031.0,0.0,9,0,12,0.0,0.000460091955750155,0.13531365291661493
WALMART PHARMACY #8109 (AK),retailer,3986.0,0.0,9,0,11,0.0,0.00046009000040507606,0.13531317328513362
COMMUNITY PHARMACY #9756 (AR),retailer,3891.0,0.0,9,0,10,0.0,0.0004600611509871991,0.1353060967393208
HEALTH MART PHARMACY #4191 (NV),retailer,3946.0,0.0,9,0,10,0.0,0.0004600523847312531,0.1353039464424908
FAMILY CARE PHARMACY #4875 (WY),retailer,3894.0,0.0,9,0,10,0.0,0.0004600504506413288,0.13530347202473952
QUALITY CARE PHARMACY #6321 (TX),retailer,3863.0,0.0,9,0,9,0.0,0.0004600457138877809,0.13530231013462343
SUNRISE PHARMACY #5547 (MT),retailer,4069.0,0.0,9,0,12,0.0,0.00046004110330306354,0.13530117919277512
QUALITY CARE PHARMACY #9889 (WY),retailer,4252.0,0.0,9,0,11,0.0,0.0004600347973975192,0.13529963240144416
RITE AID #9925 (TX),retailer,3823.0,0.0,9,0,13,0.0,0.00046003339050165466,0.13529928730044136
COMMUNITY PHARMACY #5874 (ME),retailer,3832.0,0.0,9,0,13,0.0,0.0004600267100696644,0.13529764864058244
GOOD NEIGHBOR PHARMACY #9048 (MD),retailer,3584.0,0.0,9,0,10,0.0,0.0004600047099371962,0.1352922521731056
MEDICO PHARMACY #8247 (MN),retailer,3654.0,0.0,9,0,11,0.0,0.00046000353924052355,0.13529196500999288
HEALTH MART PHARMACY #2342 (HI),retailer,3894.0,0.0,9,0,11,0.0,0.00046000103390714085,0.135291350470506
GOOD NEIGHBOR PHARMACY #5491 (MO),retailer,3623.0,0.0,9,0,11,0.0,0.0004599981174850737,0.1352906350940483
PUBLIX PHARMACY #5703 (RI),retailer,3882.0,0.0,9,0,15,0.0,0.0004599872986861077,0.1352879813238111
HOMETOWN PHARMACY #5222 (UT),retailer,3722.0,0.0,9,0,11,0.0,0.0004599868679359979,0.1352878756640401
QUALITY CARE PHARMACY #6890 (SC),retailer,3680.0,0.0,9,0,10,0.0,0.00045998270221143505,0.13528685384305092
SUNRISE PHARMACY #6475 (MA),retailer,3748.0,0.0,9,0,11,0.0,0.0004599753478086533,0.13528504986321213
QUALITY CARE PHARMACY #6447 (GA),retailer,3593.0,0.0,9,0,10,0.0,0.0004599560149924558,0.1352803076684096
WINN-DIXIE PHARMACY #6589 (GA),retailer,3735.0,0.0,9,0,11,0.0,0.00045995245068067487,0.13527943336946477
CORNER DRUG STORE #8278 (OR),retailer,3683.0,0.0,9,0,12,0.0,0.00045994153347754757,0.1352767554614249
SUNRISE PHARMACY #4372 (TX),retailer,3464.0,0.0,9,0,10,0.0,0.000459918807237224,0.13527118088513748
QUALITY CARE PHARMACY #6036 (HI),retailer,3231.0,0.0,9,0,11,0.0,0.00045988038036769944,0.13526175506227361
HARRIS TEETER PHARMACY #7994 (CT),retailer,3323.0,0.0,9,0,14,0.0,0.00045987989263712395,0.1352616354256218
FAMILY CARE PHARMACY #3742 (MS),retailer,3132.0,0.0,9,0,12,0.0,0.0004598578030993599,0.1352562170276965
HEALTH MART PHARMACY #5897 (AL),retailer,3216.0,0.0,9,0,14,0.0,0.0004598283380837088,0.13524898948036712
WALGREENS #6871 (NV),retailer,3147.0,0.0,9,0,12,0.0,0.0004598023455402779,0.13524261370442722
COMMUNITY PHARMACY #6115 (TX),retailer,2988.0,0.0,9,0,10,0.0,0.00045979008416277583,0.13523960608049554
PUBLIX PHARMACY #1912 (NH),retailer,2982.0,0.0,9,0,10,0.0,0.00045978598233737197,0.13523859993349077
PEOPLES PHARMACY #6894 (WA),retailer,2983.0,0.0,9,0,9,0.0,0.00045977071845160926,0.13523485581680383
MEDICO PHARMACY #9569 (MS),retailer,3024.0,0.0,9,0,12,0.0,0.000459752010949796,0.13523026700692942
WALMART PHARMACY #5238 (AR),retailer,2886.0,0.0,9,0,9,0.0,0.0004597441923990392,0.13522834917507381
CVS PHARMACY #3745 (AZ),retailer,2947.0,0.0,9,0,9,0.0,0.0004597433866463083,0.13522815152997267
HEALTH MART PHARMACY #7845 (MO),retailer,3199.0,0.0,9,0,10,0.0,0.0004597261106196655,0.13522391385022042
RITE AID #8560 (HI),retailer,2775.0,0.0,9,0,9,0.0,0.00045972569410383335,0.13522381168201097
HEALTH MART PHARMACY #9940 (GA),retailer,2936.0,0.0,9,0,11,0.0,0.0004596977791282567,0.1352169643478854
WALGREENS #6424 (DE),retailer,2983.0,0.0,9,0,14,0.0,0.00045969253832554694,0.1352156788182907
CORNER DRUG STORE #1668 (CO),retailer,2793.0,0.0,9,0,12,0.0,0.0004596921116798861,0.13521557416531024
SUNRISE PHARMACY #4698 (WA),retailer,2717.0,0.0,9,0,9,0.0,0.00045968664752470324,0.13521423384902917
VILLAGE PHARMACY #9199 (TX),retailer,2758.0,0.0,9,0,9,0.0,0.00045966933211898537,0.1352099865098852
RITE AID #8832 (DE),retailer,2656.0,0.0,9,0,10,0.0,0.0004596482417901919,0.13520481321042555
PEOPLES PHARMACY #4050 (HI),retailer,2582.0,0.0,9,0,9,0.0,0.00045961869895727847,0.13519756657510543
SUNRISE PHARMACY #8803 (VT),retailer,2496.0,0.0,9,0,10,0.0,0.00045961812115440483,0.13519742484439448
CVS PHARMACY #5217 (GA),retailer,2911.0,0.0,9,0,11,0.0,0.00045960325592298696,0.13519377851462813
HARRIS TEETER PHARMACY #6004 (OK),retailer,2461.0,0.0,9,0,15,0.0,0.0004595966166697005,0.13519214995559636
KROGER PHARMACY #4496 (MD),retailer,2285.0,0.0,9,0,11,0.0,0.0004595651989885153,0.13518444343405794
