date,manufacturer,distributor,retailer,retailer_state,quantity,z_quantity,flag_volume,flag_frequency,flag_surge,flag_concentration,flag_iforest,iforest_score,anomaly_score
2010-01-30,TEVA PHARMACEUTICALS USA INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,57767,2.4529218321911337,False,True,False,True,True,0.7691144505028038,3
2010-10-24,TEVA PHARMACEUTICALS USA INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,53182,2.245162155341923,False,True,False,True,True,0.7665169849444241,3
2012-01-02,ABBOTT LABORATORIES,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,100358,4.382843838011141,True,False,False,True,True,0.7495923375060077,3
2012-07-11,PURDUE PHARMA LP,KINRAY LLC,FAMILY CARE PHARMACY #4892 (TX),TX,96006,4.185642068404213,True,False,True,False,True,0.7430281170992329,3
2012-09-26,PURDUE PHARMA LP,BELLCO DRUG CORP,PEOPLES PHARMACY #1076 (VA),VA,172923,7.670974906836218,True,False,True,False,True,0.7502147481072428,3
2012-07-09,PURDUE PHARMA LP,NATIONAL WHOLESALE DRUG CO INC,SUNRISE PHARMACY #9275 (UT),UT,252395,11.272082221680378,True,False,True,False,True,0.7653730528116575,3
2012-07-30,PURDUE PHARMA LP,GULF COAST MEDICAL SUPPLY,VILLAGE PHARMACY #7809 (NC),NC,208107,9.265264213327523,True,False,True,False,True,0.7515937130686577,3
2012-07-07,PURDUE PHARMA LP,AMERISOURCEBERGEN DRUG CORP,CORNER DRUG STORE #3967 (VT),VT,273715,12.238153390802555,True,False,True,False,True,0.7691144505028038,3
2012-08-18,PURDUE PHARMA LP,GULF COAST MEDICAL SUPPLY,CORNER DRUG STORE #1853 (CT),CT,107892,4.724231276480488,True,False,True,False,True,0.7319181696781476,3
2008-10-23,JANSSEN PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,66755,2.860194236884854,False,True,False,True,True,0.7613483408080681,3
2010-11-05,SUN PHARMA GLOBAL INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,62034,2.6462720047354265,False,True,False,True,True,0.7806482682690864,3
2009-04-10,VINTAGE PHARMACEUTICALS LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,71003,3.0526834642033807,False,True,False,True,True,0.7490853451199639,3
2012-06-20,PURDUE PHARMA LP,MCKESSON CORPORATION,WINN-DIXIE PHARMACY #3858 (IN),IN,217881,9.708152562623965,True,False,True,False,True,0.7747511797136424,3
2012-09-21,PURDUE PHARMA LP,HD SMITH WHOLESALE DRUG CO,RITE AID #6383 (HI),HI,383451,17.210610511571364,True,False,True,False,True,0.7732887158102155,3
2012-06-17,ABBOTT LABORATORIES,ANDA INC,COMMUNITY PHARMACY #8415 (WY),WY,50000,2.1009764864795044,False,False,True,True,True,0.7102402824172939,3
2012-07-03,PURDUE PHARMA LP,HENRY SCHEIN INC,PUBLIX PHARMACY #2354 (NH),NH,297548,13.318095894258878,True,False,True,False,True,0.7759091284631018,3
2009-08-05,MALLINCKRODT LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,58012,2.464023494312847,False,True,False,True,True,0.7774856363815418,3
2012-08-20,PURDUE PHARMA LP,MCKESSON CORPORATION,WALGREENS #5807 (ME),ME,96401,4.203540666518813,True,False,True,False,True,0.7251427840703549,3
2010-11-02,QUALITEST PHARMACEUTICALS,PRESCRIPTION SUPPLY INC,RITE AID #5839 (NJ),NJ,1741,-0.08577907405834984,False,False,True,True,True,0.6689691427583934,3
2013-11-05,LANNETT COMPANY INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,80670,3.490723332491564,False,True,False,True,True,0.7774856363815418,3
2009-01-09,AMNEAL PHARMACEUTICALS LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,68053,2.919010389676626,False,True,False,True,True,0.7722430303408213,3
2009-12-04,TEVA PHARMACEUTICALS USA INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,64064,2.7382572051724816,False,True,False,True,True,0.774859899521032,3
2010-02-05,PURDUE PHARMA LP,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,77428,3.3438188892319913,False,True,False,True,True,0.779065347480774,3
2009-07-22,LANNETT COMPANY INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,65676,2.811301610642695,False,True,False,True,True,0.7764342755948077,3
2009-08-06,SUN PHARMA GLOBAL INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,75094,3.2380585651826874,False,True,False,True,True,0.7769597781541013,3
2009-05-05,WATSON LABORATORIES INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,116429,5.111067560288931,True,False,False,True,True,0.7618636329766193,3
2013-03-01,JANSSEN PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,73980,3.187579987208855,False,True,False,True,True,0.7649627181646446,3
2012-08-17,PURDUE PHARMA LP,AMERISOURCEBERGEN DRUG CORP,MEDICO PHARMACY #3165 (ND),ND,169295,7.506579681621619,True,False,True,False,True,0.7500996730322306,3
2012-07-03,PURDUE PHARMA LP,MCKESSON CORPORATION,RITE AID #9914 (SD),SD,264806,11.834460705731754,True,False,True,False,True,0.7691144505028038,3
2007-10-16,ENDO PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,48033,2.0118459991594615,False,True,False,True,True,0.7618636329766193,3
2009-06-08,TEVA PHARMACEUTICALS USA INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,76785,3.3146826902758204,False,True,False,True,True,0.7743358172303634,3
2012-09-02,PURDUE PHARMA LP,MIAMI-LUKEN INC,VILLAGE PHARMACY #2442 (VA),VA,216858,9.661797459152483,True,False,True,False,True,0.7514128364411106,3
2011-12-27,SANDOZ INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,103542,4.527120132686798,True,False,False,True,True,0.750607351930875,3
2012-08-31,PURDUE PHARMA LP,PRESCRIPTION SUPPLY INC,MEDICO PHARMACY #7609 (VA),VA,494832,22.257607363728823,True,False,True,False,True,0.7794832469375287,3
2010-11-15,SUN PHARMA GLOBAL INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,62916,2.686237988373595,False,True,False,True,True,0.7806482682690864,3
2011-05-22,SUN PHARMA GLOBAL INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,48433,2.029971161807157,False,True,False,True,True,0.7691144505028038,3
2007-08-11,MYLAN PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,72951,3.140953006297658,False,True,False,True,True,0.778538420803912,3
2009-08-24,AMNEAL PHARMACEUTICALS LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,76676,3.3097435834543236,False,True,False,True,True,0.7822344052679904,3
2012-07-19,PURDUE PHARMA LP,SMITH DRUG COMPANY,MEDICO PHARMACY #5456 (OK),OK,451637,20.300316362310795,True,False,True,False,True,0.7759091284631018,3
2014-02-24,TEVA PHARMACEUTICALS USA INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,59251,2.5201661856140842,False,True,False,True,True,0.7701558995979635,3
2012-09-26,PURDUE PHARMA LP,PENN PHARMACEUTICAL SERVICES INC,RITE AID #6277 (IN),IN,217539,9.692655548560184,True,False,True,False,True,0.7774856363815418,3
2012-09-15,PURDUE PHARMA LP,PENN PHARMACEUTICAL SERVICES INC,PEOPLES PHARMACY #3435 (WV),WV,254043,11.346757891788885,True,False,True,False,True,0.7597741999562405,3
2012-07-11,PURDUE PHARMA LP,GULF COAST MEDICAL SUPPLY,PEOPLES PHARMACY #9128 (PA),PA,290433,12.995694563662992,True,False,True,False,True,0.7606199086133512,3
2011-09-30,MYLAN PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,56833,2.4105995774087647,False,True,False,True,True,0.7717207179892026,3
2007-11-22,MYLAN PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,67234,2.8818991191554693,False,True,False,True,True,0.7738120894066733,3
2012-08-24,PURDUE PHARMA LP,BURLINGTON DRUG COMPANY INC,COMMUNITY PHARMACY #6113 (VA),VA,344819,15.460082303056923,True,False,True,False,True,0.7832936199440851,3
2009-07-16,MALLINCKRODT LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,75098,3.2382398168091644,False,True,False,True,True,0.7822344052679904,3
2012-08-11,PURDUE PHARMA LP,DAKOTA DRUG INC,QUALITY CARE PHARMACY #2113 (AZ),AZ,295549,13.22751539392702,True,False,True,False,True,0.7549800466074729,3
2012-08-10,PURDUE PHARMA LP,BURLINGTON DRUG COMPANY INC,WALMART PHARMACY #6183 (VA),VA,106464,4.659524445828215,True,False,True,False,True,0.7416352377737502,3
2012-06-30,PURDUE PHARMA LP,PENN PHARMACEUTICAL SERVICES INC,HOMETOWN PHARMACY #1672 (KY),KY,450691,20.257450352648995,True,False,True,False,True,0.779065347480774,3
2012-06-28,PURDUE PHARMA LP,BELLCO DRUG CORP,WINN-DIXIE PHARMACY #2934 (OK),OK,328098,14.702405191476629,True,False,True,False,True,0.7795926307896472,3
2012-07-01,PURDUE PHARMA LP,CARDINAL HEALTH INC,WALMART PHARMACY #4948 (NH),NH,315636,14.137715749187674,True,False,True,False,True,0.7743358172303634,3
2012-08-06,PURDUE PHARMA LP,BELLCO DRUG CORP,HOMETOWN PHARMACY #3317 (KY),KY,494119,22.225299261309306,True,False,True,False,True,0.7742271709564289,3
2009-11-05,SUN PHARMA GLOBAL INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,45975,1.9185920373370677,False,True,False,True,True,0.7691144505028038,3
2011-08-19,QUALITEST PHARMACEUTICALS,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,62794,2.680709813766048,False,True,False,True,True,0.7743358172303634,3
2012-08-21,PURDUE PHARMA LP,PRESCRIPTION SUPPLY INC,COMMUNITY PHARMACY #7732 (TN),TN,287265,12.852143275493244,True,False,True,False,True,0.7653730528116575,3
2013-07-08,MALLINCKRODT LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,43018,1.784601772463978,False,True,False,True,True,0.7644453299066387,3
2012-12-09,AMNEAL PHARMACEUTICALS LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,55809,2.3641991610306636,False,True,False,True,True,0.7675549168411309,3
2008-09-25,VINTAGE PHARMACEUTICALS LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,40303,1.6615772309927441,False,True,False,True,True,0.7445378167112875,3
2012-07-23,PURDUE PHARMA LP,PENN PHARMACEUTICAL SERVICES INC,FAMILY CARE PHARMACY #7240 (IN),IN,216885,9.663020907631202,True,False,True,False,True,0.7584990172105835,3
2013-09-03,CADISTA PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,66577,2.852128539506629,False,True,False,True,True,0.7649627181646446,3
2010-12-01,IMPAX LABORATORIES INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,67774,2.906368088729858,False,True,False,True,True,0.779065347480774,3
2012-09-02,PURDUE PHARMA LP,HD SMITH WHOLESALE DRUG CO,PEOPLES PHARMACY #9128 (PA),PA,152309,6.736894649787225,True,False,True,False,True,0.739259144147596,3
2012-08-21,PURDUE PHARMA LP,VALUEDRUGCO,WALGREENS #1154 (NH),NH,300004,13.429384392915729,True,False,True,False,True,0.7685942541895671,3
2012-08-18,PURDUE PHARMA LP,HD SMITH WHOLESALE DRUG CO,QUALITY CARE PHARMACY #8710 (MI),MI,218217,9.72337769924803,True,False,True,False,True,0.7536305400870618,3
2011-05-20,WATSON LABORATORIES INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,102116,4.462503927847763,True,False,False,True,True,0.7470608023382257,3
2011-10-17,LANNETT COMPANY INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,48028,2.011619434626365,False,True,False,True,True,0.7780118505178505,3
2010-05-08,SANDOZ INC,KINRAY LLC,KROGER PHARMACY #9317 (KY),KY,187406,8.327241733402657,True,False,True,False,True,0.7329092517141748,3
2008-09-12,JANSSEN PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,79431,3.434580641190327,False,True,False,True,True,0.7659985454464524,3
2012-08-07,PURDUE PHARMA LP,SMITH DRUG COMPANY,MEDICO PHARMACY #8821 (VA),VA,426997,19.183806343212744,True,False,True,False,True,0.7679666419728087,3
2011-04-01,CADISTA PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,50285,2.1138906648659876,False,True,False,True,True,0.7587771030789037,3
2012-08-11,PURDUE PHARMA LP,MORRIS & DICKSON CO LLC,MAIN STREET PHARMACY #9587 (VA),VA,301372,13.491372449170848,True,False,True,False,True,0.7626156686805672,3
2012-06-28,PURDUE PHARMA LP,MORRIS & DICKSON CO LLC,RITE AID #4239 (PA),PA,480024,21.58661384251113,True,False,True,False,True,0.7696042516284484,3
2012-06-30,PURDUE PHARMA LP,PENN PHARMACEUTICAL SERVICES INC,VILLAGE PHARMACY #7322 (OH),OH,371705,16.678365110421783,True,False,True,False,True,0.7806482682690864,3
2014-02-23,LANNETT COMPANY INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,46163,1.9271108637814847,False,True,False,True,True,0.7685942541895671,3
2012-07-01,PURDUE PHARMA LP,CARDINAL HEALTH INC,HOMETOWN PHARMACY #4111 (VT),VT,226155,10.083071551991548,True,False,True,False,True,0.7643380713569593,3
2009-06-08,HIKMA PHARMACEUTICALS,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,51678,2.1770115437865876,False,True,False,True,True,0.7455459868672627,3
2010-11-01,SUN PHARMA GLOBAL INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,53668,2.267184227958873,False,True,False,True,True,0.7769597781541013,3
2013-06-15,ENDO PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,44855,1.86784158192352,False,True,False,True,True,0.7639282915880523,3
2011-06-01,PURDUE PHARMA LP,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,79244,3.426107127652529,False,True,False,True,True,0.774859899521032,3
2012-09-17,PURDUE PHARMA LP,CARDINAL HEALTH INC,WALMART PHARMACY #8088 (MA),MA,342601,15.359578276175451,True,False,True,False,True,0.7601054576470789,3
2012-08-31,ACTAVIS PHARMA INC,NATIONAL WHOLESALE DRUG CO INC,HEALTH MART PHARMACY #8541 (AR),AR,99,-0.16018286672714024,False,False,True,True,True,0.6648578927981081,3
2012-07-22,PURDUE PHARMA LP,DAKOTA DRUG INC,WALGREENS #4189 (MI),MI,325925,14.603940245393023,True,False,True,False,True,0.7657178129760365,3
2012-08-24,PURDUE PHARMA LP,DIRECT RX,MEDICO PHARMACY #6968 (KY),KY,117160,5.1441912950275945,True,False,True,False,True,0.7364919555631146,3
2012-08-24,PURDUE PHARMA LP,CARDINAL HEALTH INC,WINN-DIXIE PHARMACY #7319 (WV),WV,428719,19.261835168411075,True,False,True,False,True,0.7612415167937913,3
2011-12-28,WATSON LABORATORIES INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,89956,3.9114989833578173,True,False,False,True,True,0.7557030776063858,3
2012-08-07,PURDUE PHARMA LP,ANDA INC,WALGREENS #2776 (CA),CA,96692,4.216726722345011,True,False,True,False,True,0.7304340589291467,3
2008-12-03,ABBOTT LABORATORIES,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,106088,4.642486792939381,True,False,False,True,True,0.735017321622875,3
2012-07-05,PURDUE PHARMA LP,DAKOTA DRUG INC,VILLAGE PHARMACY #9938 (MI),MI,143432,6.3346519777282415,True,False,True,False,True,0.7443289006753667,3
2009-06-01,SUN PHARMA GLOBAL INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,82601,3.5782225551733142,False,True,False,True,True,0.7795926307896472,3
2012-08-07,PURDUE PHARMA LP,SMITH DRUG COMPANY,WINN-DIXIE PHARMACY #6992 (MI),MI,190551,8.469750824720164,True,False,True,False,True,0.7582336055241273,3
2012-12-24,VINTAGE PHARMACEUTICALS LLC,NATIONAL WHOLESALE DRUG CO INC,PUBLIX PHARMACY #1877 (SC),SC,50000,2.1009764864795044,False,False,True,True,True,0.7025931270944593,3
2012-06-14,PURDUE PHARMA LP,BELLCO DRUG CORP,HARRIS TEETER PHARMACY #5500 (KY),KY,281585,12.594765965895967,True,False,True,False,True,0.7762586345734743,3
2012-06-09,PURDUE PHARMA LP,PENN PHARMACEUTICAL SERVICES INC,PEOPLES PHARMACY #6995 (MI),MI,337152,15.11266824800722,True,False,True,False,True,0.7722121788844014,3
2012-06-09,PURDUE PHARMA LP,KINRAY LLC,QUALITY CARE PHARMACY #2625 (FL),FL,93391,4.067148817594903,True,False,True,False,True,0.747566424482838,3
2012-09-07,PURDUE PHARMA LP,NATIONAL WHOLESALE DRUG CO INC,KROGER PHARMACY #2654 (TN),TN,182972,8.12632430545295,True,False,True,False,True,0.7617567366622202,3
2012-06-10,PURDUE PHARMA LP,KEYSOURCE MEDICAL INC,PEOPLES PHARMACY #1568 (TN),TN,121243,5.329203892753947,True,False,True,False,True,0.7390268687876452,3
2011-10-13,VINTAGE PHARMACEUTICALS LLC,BELLCO DRUG CORP,RITE AID #2678 (ND),ND,1148,-0.11264962768355856,False,False,True,True,True,0.7245266683114746,3
2011-03-25,JANSSEN PHARMACEUTICALS INC,NATIONAL WHOLESALE DRUG CO INC,GOOD NEIGHBOR PHARMACY #1710 (IN),IN,82241,3.5619099087903883,False,True,True,False,True,0.7443731005131975,3
2012-10-19,ACTAVIS PHARMA INC,PRESCRIPTION SUPPLY INC,HEALTH MART PHARMACY #5054 (MO),MO,50000,2.1009764864795044,False,False,True,True,True,0.7145066095875892,3
2014-10-22,PURDUE PHARMA LP,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,66112,2.831058037928683,False,True,False,True,True,0.7759091284631018,3
2009-05-31,LANNETT COMPANY INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,53378,2.254043485039294,False,True,False,True,True,0.7670357753301549,3
2012-06-17,HIKMA PHARMACEUTICALS,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,47154,1.9720159542411504,False,True,False,True,True,0.7511153744343408,3
2012-07-23,PURDUE PHARMA LP,HENRY SCHEIN INC,WALMART PHARMACY #8088 (MA),MA,172978,7.673467116700277,True,False,True,False,True,0.7437744311940411,3
2012-08-28,PURDUE PHARMA LP,GULF COAST MEDICAL SUPPLY,COMMUNITY PHARMACY #9568 (OH),OH,149560,6.612329469490938,True,False,True,False,True,0.7402057126523541,3
2012-08-17,PURDUE PHARMA LP,KEYSOURCE MEDICAL INC,CORNER DRUG STORE #7510 (TN),TN,301592,13.501341288627081,True,False,True,False,True,0.7764342755948077,3
2010-07-04,LANNETT COMPANY INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,52301,2.2052414846103736,False,True,False,True,True,0.7701558995979635,3
2012-08-30,PURDUE PHARMA LP,BELLCO DRUG CORP,PUBLIX PHARMACY #8096 (PA),PA,98295,4.289363311655651,True,False,True,False,True,0.7582638985079427,3
2012-07-03,PURDUE PHARMA LP,PENN PHARMACEUTICAL SERVICES INC,GOOD NEIGHBOR PHARMACY #7825 (LA),LA,85036,3.6885594827911614,True,False,True,False,True,0.7348216876639072,3
2012-06-24,PURDUE PHARMA LP,NATIONAL WHOLESALE DRUG CO INC,CVS PHARMACY #9598 (WV),WV,265141,11.849640529449198,True,False,True,False,True,0.7706771528566296,3
2012-07-20,ACTAVIS PHARMA INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,56067,2.3758898909384274,False,True,False,True,True,0.7613483408080681,3
2011-07-20,QUALITEST PHARMACEUTICALS,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,81916,3.5471832141391357,False,True,False,True,True,0.7717207179892026,3
2012-09-29,PURDUE PHARMA LP,MIAMI-LUKEN INC,VILLAGE PHARMACY #2850 (WV),WV,142687,6.300893862296908,True,False,True,False,True,0.7475365588679217,3
2009-09-14,SANDOZ INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,100130,4.3725124953019545,True,False,False,True,True,0.7500996730322306,3
2014-02-15,MYLAN PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,80683,3.491312400277614,False,True,False,True,True,0.7774856363815418,3
2011-09-11,SUN PHARMA GLOBAL INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,45921,1.9161451403796288,False,True,False,True,True,0.7706771528566296,3
2012-08-29,PURDUE PHARMA LP,MIAMI-LUKEN INC,KROGER PHARMACY #7566 (WV),WV,124570,5.479959933076155,True,False,True,False,True,0.7525359035329302,3
2011-03-22,CADISTA PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,59579,2.535028818985195,False,True,False,True,True,0.7675549168411309,3
2011-11-26,LANNETT COMPANY INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,43378,1.800914418846904,False,True,False,True,True,0.7696349988928389,3
2009-01-10,ACTAVIS PHARMA INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,72737,3.131256044281141,False,True,False,True,True,0.7711987589074509,3
2012-06-02,PURDUE PHARMA LP,BELLCO DRUG CORP,RITE AID #2559 (ND),ND,487205,21.912005824943886,True,False,True,False,True,0.779065347480774,3
2012-06-24,PURDUE PHARMA LP,HD SMITH WHOLESALE DRUG CO,WALMART PHARMACY #4460 (VA),VA,208784,9.295941051108747,True,False,True,False,True,0.7546510225959331,3
2012-11-13,SANDOZ INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,94430,4.1142289275722925,True,False,False,True,True,0.746555522174934,3
2012-08-24,PURDUE PHARMA LP,VALUEDRUGCO,MAIN STREET PHARMACY #7125 (WI),WI,298436,13.358333755336762,True,False,True,False,True,0.7701558995979635,3
2012-08-15,MYLAN PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,63133,2.6960708891099703,False,True,False,True,True,0.7738120894066733,3
2008-11-10,ENDO PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,59856,2.547580494118724,False,True,False,True,True,0.7628952638225615,3
2012-06-23,PURDUE PHARMA LP,DAKOTA DRUG INC,WALMART PHARMACY #4968 (MN),MN,277893,12.427470714657735,True,False,True,False,True,0.7613179245993955,3
2013-09-02,LANNETT COMPANY INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,58712,2.4957425289463147,False,True,False,True,True,0.7743358172303634,3
2012-06-17,PURDUE PHARMA LP,KEYSOURCE MEDICAL INC,FAMILY CARE PHARMACY #8792 (KY),KY,404703,18.17360040304343,True,False,True,False,True,0.779065347480774,3
2011-06-20,MYLAN PHARMACEUTICALS INC,KINRAY LLC,QUALITY CARE PHARMACY #2343 (AR),AR,50000,2.1009764864795044,False,False,True,True,True,0.7330413852322659,3
2008-08-28,JANSSEN PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,77428,3.3438188892319913,False,True,False,True,True,0.7644453299066387,3
2012-08-04,PURDUE PHARMA LP,KEYSOURCE MEDICAL INC,HEALTH MART PHARMACY #6573 (MI),MI,285764,12.784128602657766,True,False,True,False,True,0.758969681514832,3
2012-08-19,PURDUE PHARMA LP,SMITH DRUG COMPANY,SUNRISE PHARMACY #8341 (WV),WV,90665,3.9436258341508577,True,False,True,False,True,0.7247120845163342,3
2013-08-11,PURDUE PHARMA LP,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,47109,1.9699768734432845,False,True,False,True,True,0.7670357753301549,3
2008-02-12,ACTAVIS PHARMA INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,75099,3.2382851297157838,False,True,False,True,True,0.7696349988928389,3
2013-06-19,VINTAGE PHARMACEUTICALS LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,62856,2.683519213976441,False,True,False,True,True,0.7455459868672627,3
2010-12-12,IMPAX LABORATORIES INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,62677,2.6754082036915974,False,True,False,True,True,0.778538420803912,3
2012-07-12,PURDUE PHARMA LP,DAKOTA DRUG INC,WALGREENS #4189 (MI),MI,122690,5.394771668631986,True,False,True,False,True,0.7483043474101829,3
2008-09-09,JANSSEN PHARMACEUTICALS INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,68200,2.925671386949654,False,True,False,True,True,0.7639282915880523,3
2012-08-28,SUN PHARMA GLOBAL INC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,54415,2.301032969203445,False,True,False,True,True,0.7701558995979635,3
2012-08-07,PURDUE PHARMA LP,ANDA INC,WALMART PHARMACY #4968 (MN),MN,259584,11.597836707366088,True,False,True,False,True,0.7551617819173759,3
2011-03-07,JANSSEN PHARMACEUTICALS INC,MCKESSON CORPORATION,HARRIS TEETER PHARMACY #9775 (TN),TN,1537,-0.09502290700867459,False,True,True,False,True,0.6587137365969783,3
2012-08-12,PURDUE PHARMA LP,PRESCRIPTION SUPPLY INC,QUALITY CARE PHARMACY #3496 (CT),CT,326221,14.617352865752318,True,False,True,False,True,0.7670357753301549,3
2013-05-16,MALLINCKRODT LLC,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,45969,1.9183201598973523,False,True,False,True,True,0.7654804565989143,3
2013-06-01,HIKMA PHARMACEUTICALS,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,58291,2.476665795259615,False,True,False,True,True,0.7557030776063858,3
2012-06-09,PURDUE PHARMA LP,NATIONAL WHOLESALE DRUG CO INC,WALGREENS #1077 (VA),VA,257854,11.519445378914805,True,False,True,False,True,0.7722430303408213,3
2012-09-28,PURDUE PHARMA LP,DAKOTA DRUG INC,COMMUNITY PHARMACY #1889 (WI),WI,220334,9.819305122560957,True,False,True,False,True,0.7566961349559259,3
2012-06-05,PURDUE PHARMA LP,ANDA INC,HEALTH MART PHARMACY #3762 (VA),VA,266966,11.932336584029311,True,False,True,False,True,0.7695270121859624,3
2012-07-12,PURDUE PHARMA LP,MORRIS & DICKSON CO LLC,PEOPLES PHARMACY #3356 (TX),TX,206378,9.186918197782859,True,False,True,False,True,0.758564191523621,3
2012-02-18,QUALITEST PHARMACEUTICALS,MIAMI-LUKEN INC,TUG VALLEY PHARMACY #1 (WV),WV,52353,2.207597755754574,False,True,False,True,True,0.7738120894066733,3
